"IO_ID","Address","OccupantName","StructureName","PropUseType","PropUseTypeDescription","InspectionType_Full","LatestInspDate","InspWithinLastYear","address_id","lon","lat"
"160070","19550 Plymouth","J N H PETROLEUM INC - MOBILE GAS","Mobile","571"," Service Station, Gas Station","ANNUAL Gas Station","20/7/2022 14:35:08","Yes","215596","-83.233636","42.372291"
"159908","14481 Livernois","HASSAN AUTO SERVICE","B P STATION","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Gas Station","20/7/2022 14:30:06","Yes","351521","-83.140605","42.395076"
"159907","13500 Livernois","SUPERIOR PETRO PURE GAS STATION","PURE GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","20/7/2022 13:45:50","Yes","69641","-83.139121","42.387052"
"158931","5680 French","French mini mart inc.","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","20/7/2022 13:00:00","Yes","294787","-82.99489","42.391747"
"159882","11222 East Seven Mile","ROSEBROOK MANOR",,"UUU"," Undetermined","ANNUAL Residential","20/7/2022 12:31:25","Yes","224010","-83.010112","42.434018"
"159905","1650 Lansing","CHEN'S CHINESE FOOD INC DBA CHINA HOUSE","China House","100"," Assembly - Other","ANNUAL Business Occupancy","20/7/2022 12:30:16","Yes","348479","-83.097618","42.31884"
"159737","6200 East Davison","No Name / 6200","no name","UUU"," Undetermined","ANNUAL Industrial Occupancy","20/7/2022 12:00:43","Yes","276517","-83.039636","42.422997"
"159906","13300 Livernois","DLS PETROLEUM LLC","SUNOCO GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","20/7/2022 11:00:41","Yes","79342","-83.138991","42.386144"
"159917","11694 Greenfield","M & M H INC","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","20/7/2022 11:00:00","Yes","216912","-83.197164","42.374068"
"160050","640 Temple","WAYNE COUNTY BUILDING AUTHORITY","Wayne County Temple Building","500"," Mercantile, Business - Other","ANNUAL High Rise","20/7/2022 10:37:06","Yes","218023","-83.061803","42.341203"
"156714","525 West Lafayette","Double Tree Suites","Double Tree Hotel","449"," Hotel/motel, Commercial","ANNUAL High Rise","20/7/2022 09:41:11","Yes","291252","-83.052755","42.329232"
"159885","6216 East Davison","MEGA AUTO CARE & WHOLESALE, INC","Mega Auto Care & Wholesale","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","19/7/2022 23:45:23","Yes","277314","-83.039394","42.422984"
"159833","60 East Ferry","THE INN ON FERRY STREET","Ferry","UUU"," Undetermined","ANNUAL Residential","19/7/2022 22:27:33","Yes","266632","-83.065908","42.361209"
"159832","100 East Ferry","THE INN ON FERRY STREET",,"UUU"," Undetermined","ANNUAL Residential","19/7/2022 22:23:03","Yes",,,
"159831","84 East Ferry","Owen House","The Inn on Ferry street f","449"," Hotel/motel, Commercial","ANNUAL Residential","19/7/2022 22:17:39","Yes","266409","-83.065467","42.361369"
"159830","70 East Ferry","THE INN ON THE FERRY STREET","ROEHM","UUU"," Undetermined","ANNUAL Residential","19/7/2022 22:04:16","Yes","266563","-83.065689","42.36127"
"159814","13141 West Seven Mile","M AND F SERVICE / Citgo Gas Station","CITGO Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","19/7/2022 16:45:17","Yes","220814","-83.176579","42.430857"
"147471","1704 East Eight Mile","KEYS AUTO SALES","ADC Used Cars","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","19/7/2022 16:20:27","Yes","535678","-83.086693","42.446695"
"140025","1730 East Eight mile","Bali Motel","Bali Motel","449"," Hotel/motel, Commercial","ANNUAL Residential","19/7/2022 15:00:05","Yes","276766","-83.086271","42.446693"
"159915","19111 Telegraph","Fifth Third Bank",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","19/7/2022 15:00:00","Yes","119996","-83.278513","42.430014"
"151472","4086 Michigan","Inland Waters Pollution Controls","Inland Waters Pollution Controls","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL 302 Site","19/7/2022 14:53:17","Yes","220183","-83.100731","42.331573"
"146757","1636 East Eight Mile","DOMINO'S PIZZA 1169","AZZO'S MALL","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","19/7/2022 14:07:51","Yes","291002","-83.087468","42.446547"
"159914","19125 Telegraph","Nu Wave Fish and Chicken","Nu Wave Chicken","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","19/7/2022 14:00:00","Yes","352725","-83.278488","42.429722"
"159812","10833 West Seven Mile","PIT STOP MOBILE GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","19/7/2022 13:30:05","Yes","15139","-83.170129","42.430813"
"159887","20500 Van Dyke","CHASE BANK",,"599"," Business Office","ANNUAL Business Occupancy","19/7/2022 13:00:21","Yes","266637","-83.024308","42.447379"
"159913","19127 Telegraph","Subway",,"600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Business Occupancy","19/7/2022 13:00:00","Yes","352728","-83.278481","42.429661"
"159811","10001 West Seven Mile","DNI Petroleum BP GAS STATION","BP GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","19/7/2022 12:00:23","Yes","15146","-83.161311","42.431107"
"159810","10001 West Eight Mile","Eight Mile Fuel Mart Shell Gas","Shell Gas station","571"," Service Station, Gas Station","ANNUAL Gas Station","19/7/2022 11:00:19","Yes","19252","-83.161835","42.445274"
"158576","19444 Schoolcraft","Clark Gas","Clark GAS STATION","500"," Mercantile, Business - Other","ANNUAL Gas Station","19/7/2022 11:00:00","Yes","147972","-83.232366","42.386718"
"159911","19129 Telegraph","CHINA ONE","CHINA ONE","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","19/7/2022 10:00:00","Yes","352729","-83.278496","42.42984"
"159817","6833 East Davison","J K MOTORS LLC",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","19/7/2022 09:44:08","Yes","536447","-83.030897","42.42366"
"159815","6869 East Davison","J K Motors","J K Motors","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","19/7/2022 08:35:47","Yes","536452","-83.030397","42.423733"
"113153","8029 Agnes","Yum Village","West Village Apartments","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","18/7/2022 16:40:10","Yes",,,
"159781","885 Covington Drive","RCI COVINGTON APARTMENTS","Hampshire House","400"," Residential - Other","ANNUAL Residential","18/7/2022 15:53:01","Yes","540548","-83.115343","42.420777"
"133695","6500 Woodward","YUM YUM VILLAGE",,"100"," Assembly - Other","ANNUAL Mercantile Occupancy","18/7/2022 15:35:05","Yes","5200","-83.072244","42.369365"
"159792","270 South Fort","FORT CITGO, INC","Citgo","571"," Service Station, Gas Station","ANNUAL Gas Station","18/7/2022 15:16:53","Yes","346850","-83.144642","42.289023"
"158312","4612 Lonyo","Islamic Academy",,"200"," Educational - Other","ANNUAL Educational","18/7/2022 15:12:38","Yes","349297","-83.142153","42.328154"
"159790","2915 John R","Bar Pigalle","The Carlton Lofts","160"," Eating, Drinking Places - Other","ANNUAL High Rise","18/7/2022 13:35:10","Yes","227296","-83.053988","42.344937"
"159862","1420 Washington Boulevard","Painting With A Twist","THE JULIAN C. MADISON BUILDING","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","18/7/2022 13:14:11","Yes","9218","-83.050434","42.334054"
"160409","2015 East Seven mile","West Indian American Association","West Indian American Association","100"," Assembly - Other","ANNUAL Assembly Occupancy","18/7/2022 10:45:09","Yes","291018","-83.081159","42.433174"
"159778","6113 Livernois","MOTORAMA INC.","Motorama","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","15/7/2022 16:30:56","Yes","215837","-83.131577","42.345291"
"159805","16800 Telegraph","The Langford Apartments",,"400"," Residential - Other","ANNUAL Residential","15/7/2022 15:00:00","Yes","544578","-83.276176","42.412351"
"159808","10644 Joy","Rasha Car",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","15/7/2022 14:30:59","Yes","536795","-83.166242","42.358976"
"158956","14441 East Warren","Patriot Petroleum Inc.","Clark","571"," Service Station, Gas Station","ANNUAL Gas Station","15/7/2022 11:20:42","Yes","309759","-82.958481","42.395988"
"159748","5815 Tireman","TIREMAN SERVICES INC. (VALERO GAS)","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 18:34:23","Yes","347613","-83.128873","42.351555"
"159988","19900 Evergreen","CORPUS CHRISTI SCHOOL",,"UUU"," Undetermined","ANNUAL Educational","14/7/2022 17:27:57","Yes","538942","-83.238233","42.437916"
"159743","5944 East Davison","Davison & Mound Mobil gas & Subway",,"571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 17:24:56","Yes","276516","-83.041985","42.422319"
"159802","18601 West Eight Mile","M & G AUTO REPAIR","M&G Auto repair","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","14/7/2022 17:00:00","Yes","97093","-83.226265","42.443799"
"159747","13119 Schaefer","I GAS FUEL INC","SHAMROCK (FILL & GO) Citgo GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 16:49:35","Yes","351124","-83.178914","42.383999"
"159986","17911 Hamilton","Detroit Golf Club","DETROIT GOLF CLUB","100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 16:24:36","Yes","538460","-83.127042","42.426831"
"159721","5225 East Davison","DETROIT RESCUE MISSION MINISTRIES WAREHOUSE","Detroit Rescue Mission Ministries","800"," Storage - Other","ANNUAL Storage Occupancy","14/7/2022 16:10:04","Yes","270958","-83.050191","42.42009"
"159801","21320 West Seven Mile","QUICK PAC FOOD STORE DELI",,"511"," Convenience Store","ANNUAL Mercantile Occupancy","14/7/2022 16:00:00","Yes","87226","-83.252703","42.429626"
"120709","5431 East Davison","J & N INDUSTRIES","J & N Industries","700"," Manufacturing, Processing","ANNUAL Repair Garage","14/7/2022 15:50:07","Yes","272298","-83.048179","42.420871"
"159726","9157 Gratiot","THE RIGHT CHOICE BANQUET HALL","The Right Choice Banquet Hall","100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 15:18:03","Yes","503343","-83.008291","42.389005"
"158231","4300 Cadieux","Cadieux Cafe","Cadieux Cafe","160"," Eating, Drinking Places - Other","ANNUAL Assembly Occupancy","14/7/2022 15:00:00","Yes","349253","-82.926581","42.401546"
"142716","5623 Charles","BJ's Uptown Barber Shop & Salon","BJ's Uptown Barber Shop & Salon","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","14/7/2022 14:35:41","Yes","542158","-83.045967","42.411957"
"159724","1514 Washington Boulevard","Come Play Detroit","CLARIDGE HOUSE","000"," Property Use - Other","ANNUAL Mercantile Occupancy","14/7/2022 14:26:21","Yes","9826","-83.050435","42.334889"
"159725","14855 Gratiot","PEKING CHINESE FOOD","PEKING CHINESE FOOD","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","14/7/2022 14:12:59","Yes",,,
"159723","612 Woodward","WHISKEY PARLOR",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 14:09:32","Yes","348072","-83.045616","42.330641"
"159985","19800 Pembroke","Corpus Christi Church","Corpus Christi Church","100"," Assembly - Other","ANNUAL Business Occupancy","14/7/2022 13:49:46","Yes","352941","-83.238312","42.437092"
"159738","333 Madison","Gem / Century Theatre","Gem Theatre","100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 12:55:06","Yes","49535","-83.046183","42.337667"
"159746","13150 Schaefer","LUCKY GAS INC. MOBIL GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 12:11:23","Yes","215655","-83.177921","42.384039"
"130788","8890 Livernois","BROTHERS PETRO MART INC/VALERO GAS","VALERO GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 11:31:19","Yes","222037","-83.137775","42.359314"
"159798","18149 West Seven Mile","SEVEN MILE & SOUTHFIELD MOBIL GAS","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 11:00:00","Yes","101390","-83.22005","42.429653"
"159744","12750 Schaefer","MOE'S SERVICE STATION #3/SUNOCO GAS","SUNOCO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","14/7/2022 10:47:03","Yes","213821","-83.177749","42.382317"
"160119","22595 West Eight Mile","1ST BAPTIST WORLD CHANGERS INTERNATIONAL SANCTUARY",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 10:46:18","Yes","105464","-83.266503","42.442772"
"160117","22575 West Eight Mile","1ST BAPTIST WORLD CHANGERS INTERNATIONAL ADMIN BUILDING",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","14/7/2022 10:41:46","Yes","105463","-83.266503","42.442772"
"159984","23740 Grand River","BOSTON TILE & TERRAZZO CO",,"UUU"," Undetermined","ANNUAL Business Occupancy","14/7/2022 10:05:40","Yes","110045","-83.274469","42.423703"
"144942","6773 East Davison","SMI Steel LLC.","No Name / 6773","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","13/7/2022 23:20:47","Yes","349723","-83.032165","42.423666"
"159756","14911 Kercheval","Dad's Bar","Dad's Bar","162"," Bar or Nightclub","ANNUAL Assembly Occupancy","13/7/2022 22:01:46","Yes","351669","-82.943155","42.380724"
"155860","14915 Charlevoix","Ye Olde Tap Room","Ye Olde Tap Room","100"," Assembly - Other","ANNUAL Assembly Occupancy","13/7/2022 21:43:05","Yes","326794","-82.945653","42.384789"
"147515","23220 Joy","Park Joy Bar","Park Joy Bar","162"," Bar or Nightclub","ANNUAL Assembly Occupancy","13/7/2022 19:59:36","Yes","163853","-83.265644","42.357306"
"159709","6300 East Jefferson","A and B Fuel, Inc.","Marathon","571"," Service Station, Gas Station","ANNUAL Gas Station","13/7/2022 18:40:21","Yes","349616","-83.009445","42.343468"
"159698","201 Jos Campau","GUS ANDREWS BAR & RESTAURANT","Gus Andrews Bar & Restaurant","100"," Assembly - Other","ANNUAL Assembly Occupancy","13/7/2022 18:20:33","Yes",,,
"124113","7625 West Warren","Brooksey's","Brooksey's","100"," Assembly - Other","ANNUAL Assembly Occupancy","13/7/2022 18:06:52","Yes","541729","-83.145432","42.344479"
"159711","7255 East Jefferson","AL GAHAIM",,"571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","13/7/2022 16:00:43","Yes","328335","-83.001086","42.348019"
"159707","19131 Telegraph","A - 1 CHECK- CASHING","A1 Check Cashing","000"," Property Use - Other","ANNUAL Business Occupancy","13/7/2022 16:00:00","Yes","352734","-83.27816","42.429947"
"159795","15801 Plymouth","Grahams Party Shoppe",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","13/7/2022 15:45:38","Yes","351917","-83.201714","42.372246"
"159720","5350 East davison","Simons Auto Service Inc.","No Name","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","13/7/2022 15:10:25","Yes",,,
"159706","19133 Telegraph","N-LEY NAILS",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","13/7/2022 15:00:00","Yes","540831","-83.278513","42.430014"
"159794","21800 Joy","BUFFALO SOLDIERS HERITAGE CENTER","BUFFALO SOLDIERS HERITAGE CENTER","900"," Outside or Special Property - Other","ANNUAL Business Occupancy","13/7/2022 14:45:14","Yes","394564","-83.254922","42.36401"
"159705","19135 Telegraph","ADVANCE AMERICA #1304","Advance America","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","13/7/2022 14:00:00","Yes","352736","-83.27816","42.429962"
"140340","5143 East Davison","Keystone Auto Repair","Keystone Auto Repair","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","13/7/2022 13:35:36","Yes","349405","-83.05108","42.419887"
"159704","19145 Telegraph","UNI-CLEAN DRY CLEANERS",,"564"," Laundry, Dry Cleaning","ANNUAL Industrial Occupancy","13/7/2022 13:00:00","Yes","352743","-83.27816","42.430019"
"159708","2010 East Jefferson","EAST JEFFERSON MOBIL INC","East Jefferson Mobile Inc (Mobile)","571"," Service Station, Gas Station","ANNUAL Gas Station","13/7/2022 12:38:49","Yes","239226","-83.026359","42.336173"
"159703","19181 Telegraph","Jane's Beauty Supply",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","13/7/2022 12:00:00","Yes","352756","-83.278175","42.43037"
"159796","3224 West Grand","GRAND-BEY ESTATES",,"UUU"," Undetermined","ANNUAL Business Occupancy","13/7/2022 11:00:34","Yes","31103","-83.129218","42.392609"
"159702","19191 Telegraph","T-Mobile","Sprint","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","13/7/2022 11:00:00","Yes","352759","-83.278621","42.430014"
"154907","15920 Fenkell","Sky Rae Motors",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","13/7/2022 10:30:00","Yes","351945","-83.203567","42.401569"
"159683","13800 Conant","O L JOHNSON","Dumpstar Inc.","UUU"," Undetermined","ANNUAL Storage Occupancy","12/7/2022 22:23:35","Yes","537520","-83.062835","42.418025"
"147172","4041 East Seven Mile","RYAN GAS LLC/BP GAS","BP Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 17:35:43","Yes","299696","-83.063561","42.433436"
"159658","6330 West Warren","WARREN & LIVERNOIS MINI MART (SUNOCO GAS) & AUTO CENTER","SUNOCO GAS STATION & SUNOCO AUTO CENTER","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 16:46:20","Yes","215867","-83.131431","42.34504"
"158715","15100 West Seven Mile","7 MILE & COYLE FUELS/BP GAS","BP GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 16:30:14","Yes","61585","-83.19532","42.430897"
"137463","19345 Van dyke","Where Beauty Begins","Where Beauty Begins","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","12/7/2022 15:05:11","Yes",,,
"159776","11749 Livernois","JERRY'S PIZZA & BAR B Q #2 INC",,"UUU"," Undetermined","ANNUAL Business Occupancy","12/7/2022 14:30:13","Yes","83820","-83.139412","42.375055"
"159639","17785 Grand River","Star Fuel LLC","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 14:00:00","Yes","147113","-83.217525","42.400087"
"159689","19901 Van Dyke","BURGER KING #6796","Burger King","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","12/7/2022 13:50:40","Yes","269352","-83.025108","42.441675"
"159638","17537 Grand River","River Fuel LLC / CITGO GAS","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 13:00:00","Yes","123843","-83.214671","42.398904"
"159637","16343 Fenkell","FENKELL PETRO MART INC","Marathon Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","12/7/2022 12:00:00","Yes","142248","-83.208634","42.401039"
"151139","941 East State Fair","Metro PCS","Metro PCS","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","12/7/2022 11:45:04","Yes","286406","-83.094264","42.439959"
"159775","3737 Lawton","SALVATION ARMY Harbor Light","SALVATION ARMY","300"," Health Care, Detention & Correction - Other","ANNUAL Institutional Occupancy","12/7/2022 11:30:38","Yes","43079","-83.090254","42.338227"
"130507","820 West McNichols","Kabob Express","CITGO GAS","500"," Mercantile, Business - Other","ANNUAL Gas Station","12/7/2022 11:30:00","Yes","277654","-83.113359","42.417998"
"159654","8021 West WARREN","N & J AUTO SALE","N & J AUTO SALES","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Repair Garage","12/7/2022 10:13:49","Yes","485733","-83.147606","42.34442"
"159622","22341 West Eight Mile","DETROIT MEDICAL CENTER","Woodland Medical Center","UUU"," Undetermined","ANNUAL Business Occupancy","11/7/2022 20:53:03","Yes","353239","-83.263403","42.442614"
"159562","1900 East McNichols","SIX MILE FUEL, INC","BP GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","11/7/2022 18:18:25","Yes","271586","-83.081517","42.418201"
"159625","21737 West Eight Mile","Fidmarc Express Pharmacy",,"599"," Business Office","ANNUAL Mercantile Occupancy","11/7/2022 17:56:10","Yes","353205","-83.257767","42.442818"
"159559","3640 East McNichols","STOP & GO LLC / VALERO GAS","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","11/7/2022 17:48:54","Yes","347577","-83.063786","42.418309"
"159631","18221 West Eight Mile","D Town Soul Food",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/7/2022 17:18:45","Yes","101313","-83.221781","42.443922"
"159630","18207 West Eight Mile","Hanging Gardens Farms",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/7/2022 17:15:52","Yes","352440","-83.221722","42.443941"
"159629","18245 West Eight Mile","GALLAGHER FIRE EQUIPMENT",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","11/7/2022 16:54:22","Yes","352455","-83.222267","42.444035"
"159628","18539 West Eight Mile","A & H APPLIANCES","A&M Appliance & Mattress","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/7/2022 16:39:43","Yes","101315","-83.225767","42.443818"
"159558","3801 East Davison","BP Gas","HD Fuel LLC","571"," Service Station, Gas Station","ANNUAL Gas Station","11/7/2022 16:38:32","Yes","272101","-83.061144","42.41592"
"159627","18645 West Eight Mile","Redford Auto Repair & Collision","No.1 Collision Shop","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","11/7/2022 16:34:30","Yes","97092","-83.226736","42.443789"
"159580","14100 East Eight Mile","PICADILLY PARTY STORE",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/7/2022 15:50:56","Yes","351362","-82.978187","42.449238"
"159569","660 Woodward","First National Building, LLC","FIRST NATIONAL BUILDING","500"," Mercantile, Business - Other","ANNUAL Assembly Occupancy","11/7/2022 15:47:41","Yes","348114","-83.045531","42.331018"
"159624","20540 Lahser","IPawn Warehouse","Ipawn Warehouse","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","11/7/2022 15:30:25","Yes","353118","-83.258096","42.442145"
"149861","127 Monroe","HOT SAM'S","One Campus Martius Parking Structure","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/7/2022 14:58:09","Yes",,,
"159578","14130 East Eight Mile","RENT-A-CENTER",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","11/7/2022 14:45:06","Yes","351376","-82.977653","42.449242"
"159552","9130 Linwood","TWINS PETRO MART INC/ VALERO GAS","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","11/7/2022 14:39:29","Yes","42320","-83.108263","42.373475"
"159563","12610 East Warren","Z TIRE AUTO REPAIR","Z TIRE AUTO REPAIR","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Repair Garage","11/7/2022 14:20:28","Yes","535260","-82.970704","42.39077"
"152702","300 West McNichols","NEW LIGHT RECOVERY CENTER INC.",,"300"," Health Care, Detention & Correction - Other","ANNUAL Business Occupancy","11/7/2022 10:30:11","Yes","347880","-83.107416","42.417955"
"159663","14447 Jefferson","Yellow Light Coffee And Donut's",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","10/7/2022 16:30:52","Yes","323832","-82.94345","42.373545"
"140139","114 West Adams","PAO Restaurant","THE BRIGGS HOUZE","100"," Assembly - Other","ANNUAL Assembly Occupancy","9/7/2022 13:08:39","Yes","27207","-83.053065","42.336319"
"127756","20321 West Eight Mile","Smokez Ave",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","8/7/2022 21:01:51","Yes","97005","-83.243553","42.443438"
"159456","20201 West Seven Mile","Hayden Food & Drugs",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","8/7/2022 20:32:31","Yes","103596","-83.241088","42.429247"
"159487","18205 West McNichols","CHENG'S GARDEN","CHENG'S GARDEN","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","8/7/2022 17:12:57","Yes","123429","-83.220261","42.415277"
"159143","14350 Livernois","Savvy Sliders",,"161"," Restaurant or Cafeteria","ANNUAL Mercantile Occupancy","8/7/2022 16:00:00","Yes","517710","-83.139282","42.393836"
"154526","1216 Randolph","BUFFALO WILD WINGS","BUFFALO WILD WINGS","100"," Assembly - Other","ANNUAL Assembly Occupancy","8/7/2022 13:28:30","Yes","10951","-83.044535","42.334341"
"159472","1570 Woodward","GRAND CIRCUS DETROIT, LLC","Broderick Tower","UUU"," Undetermined","ANNUAL Assembly Occupancy","7/7/2022 22:19:06","Yes","348452","-83.049744","42.335964"
"159664","8122 Kercheval Street","Mumma Maria's House","8122 Kercheval","500"," Mercantile, Business - Other","ANNUAL Assembly Occupancy","7/7/2022 17:15:31","Yes","245158","-82.997931","42.358927"
"122481","9105 Van Dyke","JUDE FAMILY CHILDCARE SERVICE","Jude Family Chldcare Service","254"," Day Care, In Commercial Property","ANNUAL Child Care Center (Day Care)","7/7/2022 16:35:53","Yes","347632","-83.023161","42.395882"
"159443","17222 East Warren","Legendary Smokehouse BBQ","Legendary Smokehouse BBQ","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","7/7/2022 16:35:34","Yes",,,
"154732","2664 East Jefferson","CRACK & SIZZLE",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","7/7/2022 16:00:00","Yes","348815","-83.020683","42.338425"
"158937","4390 Conner","Capuchin Soup Kitchen",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","7/7/2022 15:45:50","Yes","304582","-82.969665","42.386623"
"159681","6451 East McNichols","Priority Waste / J. Fons Company","Solid Waste Transfer Station","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","7/7/2022 15:20:48","Yes","536401","-83.036403","42.419398"
"159550","22400 West Seven Mile","Eco Works","Starr Detroit","599"," Business Office","ANNUAL Business Occupancy","7/7/2022 15:00:00","Yes","107807","-83.263781","42.429441"
"159447","8311 East Jefferson","JEFFERSON HOUSE","Jefferson House","400"," Residential - Other","ANNUAL Institutional Occupancy","7/7/2022 15:00:00","Yes","243273","-82.9925","42.353425"
"158936","6333 Medbury","Capuchin Services Center",,"800"," Storage - Other","ANNUAL Industrial Occupancy","7/7/2022 14:40:58","Yes","349623","-83.032295","42.377998"
"159549","22390 West Seven Mile","Insight Youth & Family Services",,"599"," Business Office","ANNUAL Business Occupancy","7/7/2022 14:00:00","Yes","353243","-83.263199","42.429256"
"159680","6349 East McNichols","ORIGINAL MARCUS HAMBURGERS","Marcus Hamburger","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","7/7/2022 13:21:26","Yes","262565","-83.037299","42.419431"
"159660","17214 East Warren","APS Tax Service","17214 East Warren","599"," Business Office","ANNUAL Mercantile Occupancy","7/7/2022 13:00:39","Yes","352258","-82.927576","42.406683"
"159548","18203 West McNichols","MR. C'S FRESH FISH LLC",,"161"," Restaurant or Cafeteria","ANNUAL Business Occupancy","7/7/2022 13:00:00","Yes","123428","-83.220261","42.415277"
"159104","9139 Cadieux","SAME DAY ROAD TEST","Official Driving School","599"," Business Office","ANNUAL Mercantile Occupancy","7/7/2022 13:00:00","Yes","294150","-82.937773","42.4176"
"159635","20551 Grand River","Lovely Vibes","Chops Grill","162"," Bar or Nightclub","ANNUAL Business Occupancy","7/7/2022 12:00:00","Yes","118949","-83.244066","42.410844"
"140414","5531 East McNichols","SIMON'S AUTO SERVICE INC.","SIMON'S AUTO REPAIR","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","7/7/2022 11:30:45","Yes","270766","-83.046848","42.419226"
