"number","amount","description","status","supplier","city","state","start_date","end_date","contract_link"
"3052446","21000","ACCRURINT RESEARCH SERVICES FOR DPD HOMICIDE - MOBILE, AND DESKTOP SOLE SOURCE","Closed for Receiving","LEXIS NEXIS","CAROL STREAM","IL","27/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052446.pdf"
"3052450","2681.14","DWSD only Automotive parts","Closed","EJ USA INC","PITTSBURGH","PA","27/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052450.pdf"
"3052443","125","ABANDONED VEHICLE TOWING SERVICES, INVOICE PAYIMENT","Closed","J & C RECOVERY","DETROIT","MI","25/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052443.pdf"
"3052442","340","payment per quote BERQ15340","Closed","BERESFORD COMPANY","Southfield","MI","25/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052442.pdf"
"3052415","1728","payment per invoice 20214","Closed","Greiner Hay & Straw","Hanover","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052415.pdf"
"6004186","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","CHOI PORTIS","Detroit","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004186.pdf"
"3052435","227362.9","TO PROVIDE EMERGENCY FLOOD RESIDENTIAL CLEANING KITS FOR THE CITY OF DETROIT, RECREATION DEPARTMENT (REQ 491508)","Closed","GRAINGER","PALATINE","IL","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052435.pdf"
"6004000","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","HASSAN M MERHI ESQ","Detroit","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004000.pdf"
"6004158","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","MY MICHIGAN LEGAL PLLC","Detroit","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004158.pdf"
"3052422","1962.59","SPO issued for training materials","Closed","MICHIGAN STATE FIREMENS ASSN","SWARTZ CREEK","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052422.pdf"
"6004195","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","DAHLSTROM LAW PLLC","New Facilitys","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004195.pdf"
"3052425","4091.5","To pay invoices per BPA 6002714","Closed","BIRKS WORKS ENVIRONMENTAL LLC","DETROIT","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052425.pdf"
"3052417","1575.4","DWSD Only - SMIT3014410 .SHIELD PLUS 9 MM 13RND MAGAZINE BROWNELLS 940-003-284WB AMMM Plus Shipping","Open","KIESLER POLICE SUPPLY INC","JEFFERSONVILLE","IN","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052417.pdf"
"6004155","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","Marlayna Schoen","Ferndale","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004155.pdf"
"3052423","37870","FY22 RFP#22EW181599 Emergency Residential Demolition of 13560 Goddard and 13874 Mitchell GF Blight Funding 		Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052423.pdf"
"6003964","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","CLAY LAW PLC","Detroit","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003964.pdf"
"3052434","630","DWSD only - 27740 - BOOTS, HIP:  RUBBER SIZE 15 WITH TRACK SOLE AND STEEL REINFORCED SAFETY TOE.  MFG BOSS #2HS6231 OR DWSD APPROVED ALTERNATE.","Closed","HOWARD T MORIARTY CO INC","TOLEDO","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052434.pdf"
"3052426","18913.85","To pay invoices per BPA 6002714","Closed","BIRKS WORKS ENVIRONMENTAL LLC","DETROIT","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052426.pdf"
"3052420","5164","Emergency DFD Make Safe of 4001 Lawrence ","Open","BLUE STAR INC","WARREN","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052420.pdf"
"6003963","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","DARLEEN LYNN PETROSKY PLLC","Farmington Hills","MI","24/9/2021 00:00:00","23/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003963.pdf"
"3052424","1001","Furnish moving services per quote D.C.O.9198","Open","BDM TRANSPORT LLC","Detroit","MI","24/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052424.pdf"
"3052394","36917.5","CC Approved 5/27/20. To pay invoices per BPA 6002734.","Open","Mandel Metals Inc DBA US Standard Sign","Franklin Park","IL","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052394.pdf"
"3052397","1950","The company facilitated a retreat for the Detroit Entertainment Commission on Saturday, June 14, 2021 held at the St. Regis Hotel in DetroitInvoice for Professional Services","Closed for Receiving","Doers Edge LLC","Detroit","MI","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052397.pdf"
"3052390","89.99","payment per agreement 6000576 ","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052390.pdf"
"3052387","24650","FY22 - RFP #22EW181629 Emergency Demolition of 2462 Tuxedo GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052387.pdf"
"3052388","24950","FY22 - RFP #22EW181642 Emergency Demolition of 13564 Wisconsin GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052388.pdf"
"3052389","16187.5",,"Open","MDSOLUTIONS INC","PLAIN CITY","OH","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052389.pdf"
"6003919","127605","To provide Fifteen (15) Commercial Turnout Gear Washer/Extractors to the City of Detroit Fire Department for a two (2) year contract period. ","Open","K.A.H. Inc, dba Universal Laundry Machinery","Westland","MI","23/9/2021 00:00:00","30/6/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003919.pdf"
"3052393","1932","DWSD only - 28580 EXTENSION, FIRE HYDRANT: 6"" CAST IRON FOR DFD BREAKAWAY FIRE HYDRANT, IN ACCORDANCE WITH DWSD SPECIFICATION #S-679; EAST JORDAN IRON WORKS","Open","MOTOR CITY PIPE & SUPPLY CO","DETROIT","MI","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052393.pdf"
"3052399","21150","Emergency Demolition (Residential) 7814 Sherwood","Closed","Inner City Contracting, LLC","Detroit","MI","23/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052399.pdf"
"6003910","24000","100 %  ARPA HRD contract for Tower Karson, P.L.L.C. requesting apps from qualified attorneys to serve as Detroit Landlord Tenant Legal Counsel (DLTLC) for Detroit renters impacted by COVID-19. ERAP2 Funds","Open","Tower Karson, P.L.L.C.","Livonia","MI","22/9/2021 00:00:00","21/9/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003910.pdf"
"3052381","1680.6","payment per quote 21322","Closed","ACTION TRAFFIC MAINTENANCE INC","Flint","MI","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052381.pdf"
"3052376","5000","DWSD Only – MARS Repair Service for Electrical Troubleshooting; fixed Emergency Stop Control for the Small Meter Test Bench.  ","Closed","OW INVESTORS LLC dba MARS CO.","Ocala","FL","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052376.pdf"
"3052382","50","payment per invoice 63800","Closed","BOLOGNA AGENCY INC","DETROIT","MI","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052382.pdf"
"3052371","19500","PARKING FOR ELECTIONS STAFF - INVOICE PAYMENT","Open","LAZ Parking Midwest, LLC","Detroit","Michigan","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052371.pdf"
"3052374","31504","100% Grant Funded request to purchase twenty two (22) HP laptops, docking stations, & licenses for DPD special victims unit via CDWG MiDeal agreement 071B6600110.","Open","CDW GOVERNMENT LLC","CHICAGO","IL","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052374.pdf"
"3052379","1920","payment per ad order 0000360038","Open","DETROIT MEDIA PARTNERSHIP LP #1008","DETROIT","MI","22/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052379.pdf"
"3052365","121872.3225","Contract 6002667 PO for payemnt of AV APPLICATION MAILING: Invoice 15870, Polling Changes, 158790/4,256 #36556 @.925=3936.80/5 delivers (#512140) $175, Invoice 107856, (678,735) Application Mailing (#503043) .1735 - $117,900.52","Closed","WOLVERINE SOLUTIONS GROUP","DETROIT","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052365.pdf"
"6003877","126000","100% City Funded for Business Consultants that will provide one-on-one business plan development and supportive services for 200 cannabis businesses. ","Open","QUALITY TECHNICAL ENTERPRISE SERVICES INC","Southfield","Michigan","21/9/2021 00:00:00","10/11/2021 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003877.pdf"
"3052350","14676","payment per agreement 6002177","Open","Lyden Oil Company","Walbridge","Ohio","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052350.pdf"
"3052356","35","DWSD only - 23024 - COUPLER, GREASE GUN: 670506 TRW / 715-1151 NAPA","Closed","KIRK'S AUTOMOTIVE INC","CHICAGO","IL","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052356.pdf"
"3052339","9000","SPO issued for additional repairs based on quotes from pre-qualified Contractors.","Closed","JOZEF CONTRACTOR INC.","Hamtramck","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052339.pdf"
"3052362","20400","FY22 - RFP #22EW181635 Emergency Demolition of 13529 Newbern GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052362.pdf"
"3052340","19200","FY22 - RFP #22EW181600 Emergency Demolition of 20513 Alcoy GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052340.pdf"
"3052364","20500","FY22 - RFP #22EW181634 Emergency Demolition of 7253 McDonald GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052364.pdf"
"3052363","20100","FY22 - RFP #22EW181628 Emergency Demolition of 10436 Greensboro GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052363.pdf"
"3052342","20200","Emergency Residential Demolition, 12624 Wilfred (22RJ181589)","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052342.pdf"
"3052361","22250","FY22 - #22EW181633 Emergency Demolition of 5224 Elmer GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052361.pdf"
"3052341","54300","Emergency Residential Demolition: 19416,19422,19428 Danbury (22RJ181614)","Open","Inner City Contracting, LLC","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052341.pdf"
"3052345","249.95","PO for the purchase of FY22 REQ: Weingartz - Snow Blower Tune-Up Services for MPD, Maintenance","Closed","WEINGARTZ SUPPLY CO INC","UTICA","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052345.pdf"
"3052348","114.4","PO for purchase of FY-22 KIRKS D/C PRIORTY Coupe 226 is down waiting part (LM090321C)","Closed","KIRK'S AUTOMOTIVE INC","CHICAGO","IL","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052348.pdf"
"3052354","595","TO PROVIDE WASHING MACHINE & DRYER REPAIR/MAINTENANCE FOR THE CITY OF DETROIT, HEALTH DEPARTMENT (REQ 491784)","Closed","MICHIGAN LAUNDRY MACHINERY SERVICE INC","Westland","Michigan","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052354.pdf"
"3052355","247675","Emergency Flood for June 25,26. ","Closed","AVE Solutions","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052355.pdf"
"3052357","3059.44","Emergency Flood Service ","Closed","AVE Solutions","Detroit","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052357.pdf"
"3052353","5000","SPO issued for payment of services after the contract expired.","Closed for Invoicing","TESTING ENGINEERS & CONSULTANTS, INC","TROY","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052353.pdf"
"3052346","384.04","PO for FY-22 DDOT REQUEST TO REPAIR REPAIR OF COOLANT LEAK ON DDOT EXPLORER #610","Open","BOB MAXEY FORD INC","DETROIT","MI","21/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052346.pdf"
"3052323","40900","Emergency Demolition (Residential) 12767 Loretto, 13042 Flanders","Open","Inner City Contracting, LLC","Detroit","MI","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052323.pdf"
"3052318","927.95","payment per quote 34766","Closed","JL GEISLER SIGN COMPANY","Troy","MI","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052318.pdf"
"3052322","902","Fire Marshal-Payment only. Service contract for DataCard Machine for Fitness Cards issued by the FMD to certified applicants. Vendor: Identisys. Invoice # 519470","Closed","IDENTISYS INC","MINNESOTA","MN","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052322.pdf"
"3052309","14612.5","DWSD Only - HI Sheeting BARRICADE, TRAFFIC: 36"", WITH FOUR LEGS, WOOD PANELS STENCILED ""CITY OF DETROIT WATER AND SEWERAGE"" IN ACCORDANCE WITH DWSD SPECIFICATION #WCW-5","Closed","SAFETY ZONE SPECIALISTS","Lakeland","FL","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052309.pdf"
"3052319","491.2","payment per invoice quote 691","Closed","RODZINA INDUSTRIES INC (DBA DETROIT MARKING PRODUCTS)","FLINT","MI","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052319.pdf"
"3052308","20850","TO CLEAR DEBRIS, OVERGROWTH AND OTHER BLIGHTED ITEMS AT 2141 LIVERNOIS, DETROIT MI","Closed","MOTOR CITY PRESERVATION","Detroit","Michigan","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052308.pdf"
"3052320","6164.59","DWSD only Fire Hydrant project","Open","EJ USA INC","PITTSBURGH","PA","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052320.pdf"
"3052312","278592","FY22 REQ: Passport Labs - Mobile Applications services and Fees provided to MPD- For the period of March 1, 2021 through December 31, 2021.3050599 was approved by City Council on 7/20/2021, but failed funds.  Will need correction letter.","Open","PASSPORT LABS, INC.","CHARLOTTE","NC","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052312.pdf"
"3052317","14601.6","payment per invoice 13746 13744 13743 13601 13562","Closed","MICHIGAN CHRONICLE PUBLISHING COMPANY","DETROIT","MI","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052317.pdf"
"3052310","1708","SPO issued to provide training materials.","Closed","MICHIGAN STATE FIREMENS ASSN","SWARTZ CREEK","MI","20/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052310.pdf"
"3052307","34225.4"," ACCRUAL PAYMENT TO PAY INVOICE FOR ALLEY GATES SUPPLIES","Closed","HOME DEPOT USA INC","ALLEN PARK","MI","19/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052307.pdf"
"3052299","170317.46","PO for the UTGO Bond Funded purchase of (Qty. 58) Panasonic A3 Tablets Android  & Accessories. Per MiDeal  contract 071B6600110.","Open","CDW GOVERNMENT LLC","CHICAGO","IL","18/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052299.pdf"
"3052298","36273.2","payment in reference to MiDeal Contract 180000000005 for an one time purchase.","Open","Leica Geosystems, Inc.","Fenton","MI","18/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052298.pdf"
"6003730","357305","DWSD Only - CPA 6003730 (CS-1967) for Oracle Consulting Services for the implementation of the Oracle Supply Chain Management Inventory System for DWSD. Pricing per Oracle Order Document US-11532788. ECS & BOWC approval. ","Open","ORACLE AMERICA INC","CHICAGO","IL","17/9/2021 00:00:00","31/8/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003730.pdf"
"3052290","1389.42","SPO issued to provide training materials for CPR classes","Open","CINTAS FIRST AID & SAFETY","Cincinnati","OH","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052290.pdf"
"3052282","1595.95","payment per invoice 107424","Open","CSA SERVICE SOLUTIONS LLC dba EMSAR","Austin","TX","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052282.pdf"
"3052297","2251.2","Antifreeze Premixed Bulk","Open","VESCO OIL CORP","SOUTHFIELD","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052297.pdf"
"3052289","46900","Emergency Commercial Demolition, 2001-2007 Puritan (22RJ181579)","Closed","Inner City Contracting, LLC","Detroit","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052289.pdf"
"3052279","185","DWSD only 29638 - CEMENT, HYDRAULIC: MASONRY SEALANT IN 10 LB CONTAINER. MFG DYKE OR DWSD APPROVED ALTERNATE.","Closed for Receiving","ACE RESTORATION SERVICES","Detroit","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052279.pdf"
"3052283","84250","Emergency Residential Demolition, 20042 Rowe, 14125 Pfent, 13741 Lappin, 14420 Eastwood, 14911 Parkgrove (22RJ181580,1)","Open","Inner City Contracting, LLC","Detroit","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052283.pdf"
"3052277","199200",,"Open","Vance Outdoors Inc","Columbus","OH","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052277.pdf"
"3052295","22009","Emergency demolition  (DFD Make Safe) of 10015 W. Fort Street.","Open","BLUE STAR INC","WARREN","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052295.pdf"
"3052292","20300","FY22 - RFP #22EW181605 Emergency Demolition of 6137 Huber GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","17/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052292.pdf"
"3052266","3043.25","DWSD only PO 3052266 PULLER, COPPER: TUBE 3/4"" IPT X 3/4"" COPPER FLARE. SPUD AND NUT SHALL HAVE FLAT SURFACES TO PROVIDE FIRM GRIP FOR WRENCH. MFG MUELLER #H-18030 OR DWSD APPROVED ALTERNATE","Open","MOTOR CITY PIPE & SUPPLY CO","DETROIT","MI","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052266.pdf"
"3052252","2727.56","PO for BADGE PART NUMBER WB500 RHOD PIN (17 LIEUTENANT AND 5 CAPTAIN) and LEATHER BADGE BACKER PART NUMBER BH716 per the attached quote. ","Open","NYE UNIFORM CO","Walker","MI","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052252.pdf"
"3052274","60428.8","PO for the UTGO Bond Funded purchase of  (Qty 16) Panasonic Toughbooks CF-20G5-05VM per MiDeal contract  071B6600110.","Closed","CDW GOVERNMENT LLC","CHICAGO","IL","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052274.pdf"
"3052248","1960.8","PO for Code 4 Tactical Security for the Department of Election August 3, 2021. Invoice attached to PO. ","Closed","CODE 4 TACTICAL SOLUTONS","Detroit","Michigan","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052248.pdf"
"3052255","389.5","PO Hand-Held Pepper Spray (qty 50) per quote number 45901149 ","Closed","GRAINGER","PALATINE","IL","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052255.pdf"
"3052256","20906.2","payment per quote priced in bid 181595 providing DPW City Engineering Field Equipment for Inspectors","Closed for Receiving","SURVEY INSTRUMENTS SALES INC","REDFORD","MI","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052256.pdf"
"3052273","27871.5","PO for the UTGO Bond Funded purchase of  (Qty. 100) HP E24 G4 LED Monitors and  (Qty. 50)  HP E22 G4 LED Monitors. Per MiDeal contract 071B6600110  ","Open","CDW GOVERNMENT LLC","CHICAGO","IL","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052273.pdf"
"3052276","133200","COVID-19 TEST KITS to reduce the spread of the Corona Virus ","Closed","Abbott Rapid Dx North America, LLC","Orlando","FL","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052276.pdf"
"3052263","1915.5","Council Member Lopez. Stage package Misc. rental reversation delivery & pickup. Event September 18, 2021","Closed for Receiving","PEGASUS ENTERTAINMENT INC","SOUTHFIELD","MI","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052263.pdf"
"3052257","18600","Emergency Demolition (Residential) 14425 Freeland","Open","Inner City Contracting, LLC","Detroit","MI","16/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052257.pdf"
"3052237","24999","SPA for invoices Data Collection. Interim 6003733","Open","GTJ CONSULTING LLC","ST CLAIR SHORES","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052237.pdf"
"6003857","47938","DWSD Only - Salt for 21/22 season for WCW & WY - per pricing under MiDeal Coop Contract #180000000768.","Open","DETROIT SALT COMPANY LLC","DETROIT","MI","15/9/2021 00:00:00","31/8/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003857.pdf"
"3052213","150.23","Arson- For Payment Only. Vet services and medication from Aug 30, 20201 vet. visit. Old balance of $1677.75 already processed","Closed","CAPUTO ANIMAL HOSPITAL","DEARBORN HEIGHTS","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052213.pdf"
"3052221","240","TO PROVIDE CARPET CLEANING SERVICES FOR THE CITY OF DETROIT, CITY COUNCIL (CM TATE) (REQ 491577)","Closed","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052221.pdf"
"3052216","58300","Emergency Residential Demolition, 18112 Cardoni, 20141 Cardoni, 19381 Hanna (22RJ181561)","Closed","DMC CONSULTANTS INC","DETROIT","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052216.pdf"
"3052220","1960","FY-22 Propane needed for D-Dot Garages","Open","MOTOR CITY PROPANE LLC","DETROIT","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052220.pdf"
"3052235","20500","FY22 RFP#22EW181601 Emergency Demolition of 4350 Nottingham GF Blight Funding FY22			Which expire on 10/30/2022","Open","Inner City Contracting, LLC","Detroit","MI","15/9/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052235.pdf"
