"record_id","issued_date","expire_date","days_til_expiration","address","address_id","parcel_id","geom"
"PMB2012-04563","19/3/2020","27/2/2023","161","14832 FIELDING","139072","22102538-9","0101000020E6100000D04C144D81CF54C0495FCFFBB7324540"
"PMB2019-00346","15/5/2019","27/2/2023","161","15328 Fielding","126843","22102572.","0101000020E61000002EC4912483CF54C0DF6848A35D334540"
"PMB2005-18372","12/3/2020","27/2/2023","161","15371 CHAPEL","110537","22111685.","0101000020E6100000A937856239D054C0E25CA7E86F334540"
"PMB2018-01379","22/5/2019","28/2/2023","162","6133 AVERY","81272","08007127.","0101000020E6100000C09FD7CB92C554C0B5A77113472E4540"
"PMB2018-06982","28/2/2019","28/2/2023","162","15 E KIRBY","266179","CONDO BUILDING","0101000020E6100000279FC52F3AC454C03A2A37A3242E4540"
"PMB2016-01592","16/4/2019","1/3/2023","163","14481 BRAMELL","135708","22117906.002","0101000020E61000008481C884EBD054C0773D84F243324540"
"PMB2017-02822","5/6/2019","1/3/2023","163","11600 ROXBURY","311320","21058899.","0101000020E61000009277C54683BC54C0C68ED51C88364540"
"PMB2003-03248","20/4/2021","2/3/2023","164","8100 E JEFFERSON","242224","17000014.","0101000020E61000003D5FF27F82BF54C08307F5ACD02C4540"
"PMB2004-13822","14/6/2021","3/3/2023","165","1930 CHENE","251407","11002865-75","0101000020E6100000E12F6273A3C154C03D315CE66A2C4540"
"PMB2004-13824","9/11/2021","3/3/2023","165","1910 CHENE","543462","11002865-75","0101000020E610000061A929A39FC154C08CCF1AA65F2C4540"
"PMB2018-03885","4/3/2019","4/3/2023","166","15334 VAUGHAN","118854","22097742.","0101000020E61000001106B4543FCF54C045749AC963334540"
"PMB2005-15942","12/7/2019","4/3/2023","166","12021 MANOR","207443","18018298.","0101000020E6100000DA1C87ECB4CA54C061317D081F304540"
"PMB2019-01905","16/8/2019","4/3/2023","166","7717 PARKWAY","162233","22119767-8","0101000020E610000056207F44EBD054C098A4D4558B2C4540"
"PMB2016-01728","6/8/2019","4/3/2023","166","12655 APPLETON","111722","22121569.","0101000020E610000068534E0E6ED154C07937889E97304540"
"PMB2016-02101","13/8/2019","4/3/2023","166","14377 FAUST","124306","22079119.","0101000020E61000007897393844CE54C0BD0C52F83D324540"
"PMB2016-02128","23/5/2019","4/3/2023","166","14801 GRANDVILLE","126028","22088736.","0101000020E6100000A2B90A32D1CE54C06BACA1C7AF324540"
"PMB2019-02331","13/3/2020","4/3/2023","166","22752 GRAND RIVER","112495","22007791.","0101000020E6100000A2DC6A3406D154C0D5522688C9354540"
"PMB2018-01164","21/6/2019","4/3/2023","166","14215 PREVOST","152290","22055582.","0101000020E61000002D7C0C09FBCC54C056707DF50A324540"
"PMB2013-01733","30/8/2021","5/3/2023","167","3157 CORNERSTONE BOULEVARD BLDG. 10","252736","04004034-6","0101000020E6100000D033A19F3FC454C05CBF9D6CAE2B4540"
"PMB2016-00900","21/10/2021","5/3/2023","167","1009 MARTIN LUTHER KING BLVD","252983","04004000-11","0101000020E6100000F7EF1EE44CC454C00C7093E8F02B4540"
"PMB2016-00896","28/8/2021","5/3/2023","167","1067 PETERBORO","252921","04004022-9","0101000020E6100000C62B63A442C454C0FAF763B2C82B4540"
"PMB2013-01740","28/8/2021","5/3/2023","167","3200 JOHN C LODGE","252888","04004034-6","0101000020E61000003C4D1FD73DC454C0ABE6188CB72B4540"
"PMB2013-01738","26/8/2021","5/3/2023","167","3208 CORNERSTONE BOULEVARD BLDG 24","252905","04004030-3","0101000020E6100000099E701331C454C0EB69680DC82B4540"
"PMB2018-03233","5/3/2019","5/3/2023","167","5951 LODEWYCK","308816","21077901.","0101000020E6100000C64FD6903ABB54C0C27BA45D58354540"
"PMB2012-04297","25/8/2021","5/3/2023","167","1057 CHARLOTTE AVENUE BLDG 13","252693","04004040-3","0101000020E61000001A7E1BA239C454C0CF710EC6982B4540"
"PMB2013-01748","25/8/2021","5/3/2023","167","2933 FOURTH AVENUE BLDG 19","252706","04004044-5","0101000020E6100000278CF41320C454C06F67DF85972B4540"
"PMB2013-01739","26/8/2021","5/3/2023","167","909 PETERBORO STREET BLDG 25","252923","04004022-9","0101000020E610000011B1BA0C34C454C052D119A9D12B4540"
"PMB2013-01747","25/8/2021","5/3/2023","167","908 TEMPLE AVENUE BLDG 18","252675","04004046-9","0101000020E6100000A1B272C31FC454C0909427608B2B4540"
"PMB2016-00904","26/8/2021","5/3/2023","167","3472 CORNERSTONE BLVD","252978","04004012-5","0101000020E610000017515C7E3EC454C02A8BB07AED2B4540"
"PMB2016-00899","26/8/2021","5/3/2023","167","909 57 MARTIN LUTHER KING BLVD","252999","04004000-11","0101000020E61000007F43AA513FC454C011EC4241F92B4540"
"PMB2013-01732","30/8/2021","5/3/2023","167","3109 CORNERSTONE BOULEVARD BLDG 9","252883","04004034-6","0101000020E61000005F53E4B139C454C07CAE070CB22B4540"
"PMB2013-01736","28/8/2021","5/3/2023","167","3108 56 CORNERSTONE BOULEVARD","252889","04004034-6","0101000020E610000045A7AC242DC454C0A5FC369CBA2B4540"
"PMB2019-00303","3/6/2019","5/3/2023","167","15810 KENTFIELD","128241","22100225.","0101000020E61000001575CAF763CF54C0E534512800344540"
"PMB2013-01751","26/8/2021","5/3/2023","167","909 CHARLOTTE AVENUE BLDG 21","252719","04004040-3","0101000020E61000001CF1C91527C454C040BF548FA42B4540"
"PMB2013-01741","28/8/2021","5/3/2023","167","3209 CORNERSTONE BOULEVARD BLDG 8","252900","04004030-3","0101000020E6100000489203AF3DC454C0662C711FC02B4540"
"PMB2013-01750","26/8/2021","5/3/2023","167","3008 CORNERSTONE BOULEVARD BLDG 20","252697","04004044-5","0101000020E610000095F0806425C454C0A0A40DAD962B4540"
"PMB2005-10485","6/5/2019","5/3/2023","167","4966 LAFONTAINE","302219","21078578.","0101000020E61000008A98C78B74BA54C02545D9DAE3344540"
"PMB2013-01731","26/8/2021","5/3/2023","167","3257 CORNERSTONE BOULEVARD BLDG 7","252897","04004030-3","0101000020E6100000B874DD8943C454C0EE4A464FBC2B4540"
"PMB2013-01742","30/8/2021","6/3/2023","168","1009 CHARLOTTE BLDG 12","252713","04004040-3","0101000020E61000008B5BD43133C454C0CD5E71C29C2B4540"
"PMB2010-03764","6/3/2020","6/3/2023","168","14216 ROCKDALE","135639","22114112.","0101000020E61000001167679279D054C0265D7E3EEC314540"
"PMB2013-01745","28/8/2021","6/3/2023","168","3009 CORNERSTONE BOULEVARD BLDG 16","252688","04004044-5","0101000020E6100000BBDDF6ED2DC454C0A9D66244912B4540"
"PMB2016-00907","29/8/2021","6/3/2023","168","1008 PETERBORO, BLDG 5","252932","04004016-21","0101000020E61000008BEA600E45C454C0561A1035D42B4540"
"PMB2004-01690","6/3/2019","6/3/2023","168","9780 WAYBURN","295001","21063565.","0101000020E61000002DF9806966BD54C0B97DCB3AB6344540"
"PMB2019-01462","28/5/2019","6/3/2023","168","13585 ROSEMONT","115376","22077093.","0101000020E61000000E4B4FE315CE54C0C7A97BD75A314540"
"PMB2019-00343","28/5/2019","6/3/2023","168","13554 Burt Rd.","114754","22107517-8","0101000020E61000002DA1957CC2CF54C0600CEB633A314540"
"PMB2019-00617","8/8/2019","6/3/2023","168","8126 GARTNER","49303","20003803.","0101000020E6100000F4E2A5332AC854C0E45FDFED6C274540"
"PMB2018-04158","29/4/2019","6/3/2023","168","18728 FAUST","117625","22078797.","0101000020E61000000487878A53CE54C0718DB530DE364540"
"PMB2016-00222","26/6/2019","6/3/2023","168","13527 DALE","114434","22122403.","0101000020E61000001E758C2C98D154C0702010A121314540"
"PMB2014-02183","31/5/2019","6/3/2023","168","13605 GLASTONBURY","115399","22082620.","0101000020E61000002EA1362167CE54C045F779E85F314540"
"PMB2005-13824","28/5/2019","6/3/2023","168","15445 FIELDING","110928","22103097.","0101000020E610000035CF351E8CCF54C0C505CCD397334540"
"PMB2013-01743","25/8/2021","6/3/2023","168","3057 CORNERSTONE BOULEVARD BLDG 14","252682","04004044-5","0101000020E61000003BD1BB5235C454C0764596D68F2B4540"
"PMB2018-02372","27/11/2019","6/3/2023","168","12946 RIVERVIEW","114138","22121790.","0101000020E61000008C37DD1D7BD154C0D8AB22CE08314540"
"PMB2013-01744","29/8/2021","6/3/2023","168","2932 LODGE SERVICE DRIVE BLDG. 15",,,
"PMB2013-01746","25/8/2021","6/3/2023","168","1008 TEMPLE AVENUE BLDG 17","252658","04004046-9","0101000020E61000003D47335F2EC454C0C28A502E822B4540"
"PMB2007-02381","7/3/2019","7/3/2023","169","8333 TOWNSEND","223194","15001296.","0101000020E6100000EF28644B8FC154C0407705DFCF314540"
"PMB2012-04909","8/10/2019","7/3/2023","169","20124 SANTA ROSA","14687","16020325.","0101000020E610000093AC6AB633C954C0BE039BDC89384540"
"PMB2004-24916","23/8/2019","7/3/2023","169","14260 ROSEMARY","236780","21009464.","0101000020E61000001701EAD046BE54C0758A66EF22354540"
"PMB2019-02090","3/1/2020","7/3/2023","169","2222 Sturtevant","38446","08004037.","0101000020E6100000C4C2879434C754C0710749D1F6314540"
"PMB2019-00672","6/3/2019","7/3/2023","169","16650 SANTA ROSA","104592","16020143.","0101000020E610000021C6953821C954C0919CF9FE0C354540"
"PMB2017-04272","18/9/2019","8/3/2023","170","4360 WESTERN","161508","20010782.","0101000020E610000058E50E79B7C954C098BB5F4EED294540"
"PMB2005-00289","5/11/2019","8/3/2023","170","4827 BEDFORD","318517","21070972.","0101000020E6100000A3A6C2BF2EBC54C0B93728C248334540"
"PMB2004-01853","14/11/2019","8/3/2023","170","4980 OPAL","323564","21078521-7","0101000020E61000001A5D9DDD90BA54C0AB1C694DBC344540"
"PMB2019-00371","5/3/2020","8/3/2023","170","13933 VAUGHAN","143903","22098390.","0101000020E6100000BF9F91963ECF54C0B64E153184314540"
"PMB2019-00109","2/9/2020","8/3/2023","170","12653 RIVERDALE","111742","22120910.","0101000020E6100000FCB946C446D154C0EAE8548299304540"
"PMB2004-10090","28/5/2019","8/3/2023","170","14550 BURT RD","143660","22107609-10","0101000020E6100000151C6D44C8CF54C02B64DF7C71324540"
"PMB2019-00241","28/5/2019","8/3/2023","170","15380 PLAINVIEW","127162","22093938.","0101000020E6100000D54D9A2C19CF54C047939CB871334540"
"PMB2012-03417","15/8/2019","8/3/2023","170","4369 WESTERN","161490","20010810-2","0101000020E610000028CCF074C0C954C0145BCC46EC294540"
"PMB2019-01645","14/6/2019","8/3/2023","170","18325 AVON","118124","22081726.","0101000020E610000084CCEC547FCE54C0A7C2FC6C56364540"
"PMB2019-01644","14/6/2019","8/3/2023","170","22495 ARGUS","116072","22014207.","0101000020E61000000269C1C6DED054C0BF9703E72B354540"
"PMB2018-02638","29/11/2021","8/3/2023","170","12384 WHITEHILL","309347","21058237.003","0101000020E6100000EE633504C8BC54C020412C5401374540"
"PMB2015-01034","3/7/2019","8/3/2023","170","11041 MOGUL","302766","21069530.","0101000020E6100000AFD74A5EA3BD54C028FA49345D354540"
"PMB2018-03860","20/12/2019","8/3/2023","170","17756 FENTON","108954","22123675.002L","0101000020E610000033A644E111D254C0110703C5F1354540"
"PMB2017-04924","26/7/2019","8/3/2023","170","10746 WAYBURN","296986","21063588.","0101000020E61000006FAED29A2DBD54C0D800C73A5D354540"
"PMB2014-01663","10/4/2019","8/3/2023","170","3603 COURVILLE","319993","21071791.","0101000020E61000000303AD62B3BB54C07D77B6AC4B324540"
"PMB2004-29393","14/6/2019","8/3/2023","170","17266 BRAILE","95463","22105357.","0101000020E61000006F722558BBCF54C0F15C93446A354540"
"PMB2018-02123","8/4/2019","8/3/2023","170","4267 WAYBURN","319329","21063967-8","0101000020E6100000BD3DC88ACEBC54C09748AC1833324540"
"PMB2005-14830","20/11/2019","9/3/2023","171","13670 CARLISLE","178793","21027558.","0101000020E6100000C1237C00FBBE54C091D969A963394540"
"PMB2018-02363","12/8/2019","11/3/2023","173","15422 RIVERDALE DR","131717","22120665.","0101000020E6100000643F312247D154C06C3C8BFF80334540"
"PMB2018-04409","12/8/2019","11/3/2023","173","9759 W OUTER DRIVE","122845","22125011.","0101000020E610000026D3A8FADDCE54C046957FA9D0334540"
"PMB2018-07390","12/9/2019","11/3/2023","173","19487 Sussex","61470","22046537.","0101000020E610000031ED0C1495CC54C0CF36BBEFB9374540"
"PMB2004-18754","8/12/2020","11/3/2023","173","19346 SUNDERLAND RD","117234","22084874-5","0101000020E610000035512B3DA5CE54C08B5096BE60374540"
"PMB2018-05286","12/7/2019","11/3/2023","173","19493 ANNCHESTER","102442","22091913.","0101000020E6100000E7C7CC4E1BCF54C05A5217BAA0374540"
"PMB2018-05284","12/7/2019","11/3/2023","173","19467 ANNCHESTER","95427","22091916.","0101000020E6100000A5BA51411BCF54C0A4E4E0CE94374540"
"PMB2018-04778","19/3/2019","11/3/2023","173","20292 ANNCHESTER","96400","22091857.","0101000020E6100000311E0A710FCF54C00CBBBC398C384540"
"PMB2018-05125","12/9/2019","11/3/2023","173","20300 HUNTINGTON","96466","22089696.","0101000020E6100000B117AA3EFCCE54C02EFE60A490384540"
"PMB2005-07590","18/10/2019","11/3/2023","173","14580 PATTON","143712","22103892.","0101000020E6100000D01EE7F190CF54C02A171A5580324540"
"PMB2011-00221","12/3/2019","12/3/2023","174","10857 E OUTER DRIVE","321100","21080582.","0101000020E6100000183FAD5E50BD54C02FB40EA188334540"
"PMB2018-04243","26/6/2019","12/3/2023","174","10627 DUPREY","314267","21068545.021","0101000020E6100000E2A2A4FBE8BB54C092821EF92D364540"
"PMB2006-01605","29/3/2019","12/3/2023","174","884 ALTER","335330","21062692.","0101000020E6100000F5CB942D0EBC54C0E4951A11D72F4540"
"PMB2004-22298","12/6/2019","12/3/2023","174","11237 CRAFT","304017","21069586.","0101000020E61000001183ED49B3BD54C0FC95FBFD8B354540"
"PMB2018-01141","13/1/2020","12/3/2023","174","16585 SUNDERLAND RD","121357","22085089.","0101000020E6100000CB80DCA396CE54C04501842AA1344540"
"PMB2013-00064","12/3/2020","12/3/2023","174","19161 KELLY RD","149985","21057214-5","0101000020E610000035A1651AF4BC54C07DC244A2CF374540"
"PMB2006-01796","11/7/2019","12/3/2023","174","828 ALTER","332323","21062687.","0101000020E610000010D101B006BC54C093ADE045BF2F4540"
"PMB2019-00107","26/6/2019","12/3/2023","174","12890 Riverdale","113690","22120638.","0101000020E610000082ABED1A40D154C0C438EC11F2304540"
"PMB2004-09022","12/3/2020","12/3/2023","174","16821 LAHSER","104632","22113721-3","0101000020E61000005519F6B97DD054C0C1611343E8344540"
"PMB2019-01643","14/6/2019","13/3/2023","175","16712 BRAMELL","131141","22117710.","0101000020E610000069C756AEEAD054C050E34984AA344540"
"PMB2018-01445","5/11/2019","13/3/2023","175","228 EASTLAWN","334635","21052722.","0101000020E6100000E4CEDCBB29BC54C0746106641C2E4540"
"PMB2011-04158","22/5/2021","13/3/2023","175","17194 WARRINGTON","269648","02003967.","0101000020E61000009BCCB76CF0C854C01AD6F2BF93354540"
"PMB2003-00386","14/3/2019","14/3/2023","176","4696 NOTTINGHAM","313284","21066429.","0101000020E6100000EEB7D8BD9FBC54C003A65DA1D7324540"
"PMB2019-00168","16/8/2019","15/3/2023","177","15329 MINOCK","121054","22091233.004","0101000020E6100000796B782EFACE54C0C60A532E5C334540"
"PMB2019-00669","3/6/2019","15/3/2023","177","16242 CHEYENNE","88899","22025925.","0101000020E6100000CDD92D2933CB54C0F077FDE7AB344540"
"PMB2019-00714","15/3/2019","15/3/2023","177","1796 BURNS","245150","17006162.","0101000020E6100000B00AC88094BF54C0DEDBBEA01B2E4540"
"PMB2018-05092","17/5/2019","15/3/2023","177","5089 NEFF","321709","21076305.","0101000020E61000009FB5E58B43BB54C01AEC0BF659344540"
"PMB2019-01391","16/5/2019","15/3/2023","177","14711 LAPPIN","146772","21021812.","0101000020E61000004FD48FE32ABE54C037F1B09AF8374540"
"PMB2018-05090","20/5/2019","15/3/2023","177","3540 SOMERSET","314347","21067011.","0101000020E6100000848F106134BC54C054A03EAED1314540"
"PMB2013-01601","18/10/2019","15/3/2023","177","6230 OLDTOWN","310060","21075444.","0101000020E6100000B40A536BD9BB54C07F2F80704C354540"
"PMB2005-11490","21/8/2019","15/3/2023","177","15347 PLAINVIEW","127117","22094454.005","0101000020E61000003F6A321422CF54C027418B7861334540"
"PMB2016-02305","9/4/2019","16/3/2023","178","16741 PATTON","118997","22104459.","0101000020E61000006CF34D01A7CF54C00980CF42C5344540"
"PMB2019-00406","17/7/2019","18/3/2023","180","15717 HEYDEN","128433","22099669.","0101000020E61000003A48E7D65BCF54C0936DA6D6CD334540"
"PMB2006-03383","12/9/2019","18/3/2023","180","414 PIPER","338172","21051930.","0101000020E6100000679A566E63BC54C055FB1CF58D2E4540"
"PMB2013-01937","11/1/2021","18/3/2023","180","15360 STOUT","128344","22101281.","0101000020E61000003D92F5E871CF54C0A57AB8F673334540"
"PMB2018-04786","18/3/2019","18/3/2023","180","10719 MARNE","314279","21068503.","0101000020E61000005D54B365FCBB54C0F49CDFD439364540"
"PMB2004-11031","18/3/2020","18/3/2023","180","16241 E SEVEN MILE","150001","21021324-5","0101000020E6100000174D952DF7BC54C052CE611FCD374540"
"PMB2018-03624","18/6/2019","18/3/2023","180","16200 BRAILE","119269","22105311.","0101000020E610000041F370F0ADCF54C077F0A10361344540"
"PMB2018-05169","19/7/2019","18/3/2023","180","18986 EDINBOROUGH","103708","22091006-7","0101000020E610000051BC9163FDCE54C0727D1D1CDB364540"
"PMB2018-04277","12/8/2020","18/3/2023","180","11343 AUBURN","185820","22092780.","0101000020E610000028AA334AFACE54C02C49DD4F622F4540"
"PMB2018-02305","11/6/2019","18/3/2023","180","15339 MINOCK","121053","22091233.003","0101000020E6100000A1F38962FACE54C0F574280B60334540"
"PMB2016-00463","18/3/2019","18/3/2023","180","18709 SAN JUAN","220213","16025865.","0101000020E6100000E37D41B46AC954C074A27FCBF9364540"
"PMB2004-21660","12/3/2020","18/3/2023","180","11660 RIAD","295684","21057582.","0101000020E61000003479CC9674BD54C02DC85F8EE3354540"
"PMB2006-05965","10/5/2019","19/3/2023","181","18606 APPLETON","110103","22121646.","0101000020E6100000DCD1D2D181D154C0B955970F88364540"
"PMB2012-04576","19/3/2020","19/3/2023","181","14906 FIELDING","139068","22102549-50","0101000020E61000008440F28981CF54C0282C6695DA324540"
"PMB2019-00919","29/5/2019","19/3/2023","181","4422 LAKEPOINTE","320510","21064599-600","0101000020E610000067F11640BBBC54C02D2B1C8590324540"
"PMB2019-01234","2/5/2019","19/3/2023","181","16586 SAN JUAN","104437","16025521-3","0101000020E61000007F91231155C954C0278825A4EF344540"
"PMB2008-04016","19/3/2019","19/3/2023","181","5314 GRAYTON","324344","21074003.","0101000020E6100000866F122EC4BB54C0ADFB15734A344540"
"PMB2004-07240","19/3/2019","19/3/2023","181","934 ALTER","335399","21062697.","0101000020E6100000588C014514BC54C09A4DA4C9EB2F4540"
"PMB2018-06612","13/5/2019","19/3/2023","181","4855 UNIVERSITY PL","324067","21077518.","0101000020E61000004024DDEB05BB54C0FF2CBED12E344540"
"PMB2008-06233","2/2/2021","19/3/2023","181","4649 COPLIN","306062","21051597-8","0101000020E6100000A5B717DC9CBD54C03C13739C06324540"
"PMB2018-06067","12/7/2019","19/3/2023","181","13534 GLASTONBURY","114866","22081893.","0101000020E6100000B2389BEA5BCE54C03DD7F61341314540"
"PMB2009-03913","8/10/2019","20/3/2023","182","10580 W OUTER DRIVE","121639","22125734.","0101000020E610000094F58F0C50CF54C0477234AFFA324540"
"PMB2017-01642","20/3/2019","20/3/2023","182","18610 CURTIS","118195","22015151-2","0101000020E61000006F7B8BF26CCE54C07137CCD020364540"
"PMB2004-14876","28/8/2021","20/3/2023","182","22009 W MCNICHOLS","109370","22013340-4","0101000020E6100000117659EA80D054C0254A26850B354540"
"PMB2018-04953","15/10/2019","20/3/2023","182","18641 AVON","117548","22081708-9","0101000020E61000001738EB4F81CE54C0A4174658B5364540"
"PMB2006-00324","1/5/2019","20/3/2023","182","15490 NORTHLAWN","91227","16031800.","0101000020E61000009D6975EBCEC954C0F2E7DF07EE334540"
"PMB2017-02397","4/4/2019","20/3/2023","182","6300 NEFF","308059","21076243.","0101000020E61000001412442799BB54C0F243634D7D354540"
"PMB2005-17864","22/1/2020","21/3/2023","183","14843 TRACEY","84072","22031937.","0101000020E6100000FCA952A288CB54C01A69C681ED324540"
"PMB2019-00276","5/7/2019","21/3/2023","183","15469 KENTFIELD","128331","22100723.","0101000020E6100000796591ED6BCF54C0E8689C1DA4334540"
"PMB2005-05993","18/8/2020","21/3/2023","183","20526 STEEL","18613","22022624.","0101000020E61000008D51E25D14CB54C088F4C199EF384540"
"PMB2019-00066","21/3/2019","21/3/2023","183","18900 LANCASHIRE","122824","22011649.","0101000020E6100000F515446D8ECE54C06DE68A01ED334540"
"PMB2018-04523","21/3/2019","21/3/2023","183","18065 FAUST","118598","22079008.","0101000020E610000047E66EC058CE54C098094F92FE354540"
"PMB2004-14898","8/5/2019","21/3/2023","183","5902 WAYBURN","322793","21063504-5","0101000020E610000055C56F084CBD54C0DAC6FD2FBA334540"
"PMB2013-00863","21/3/2019","21/3/2023","183","11075 MCKINNEY","314069","21068185.","0101000020E6100000C5D54AF93BBC54C0EF36E90242364540"
"PMB2017-04926","12/3/2020","21/3/2023","183","12700 PAYTON","307562","21057482.","0101000020E61000007B12758117BD54C08A8462BE18374540"
"PMB2004-03762","19/7/2019","21/3/2023","183","14647 EVERGREEN","121867","22096460.","0101000020E6100000ADEADB8733CF54C00E316C7AA4324540"
"PMB2018-04167","21/3/2019","21/3/2023","183","12930 ASHTON","114651","22074940.","0101000020E6100000AD43AD40F6CD54C044C844D725314540"
"PMB2003-03036","3/4/2019","21/3/2023","183","3239 PASADENA","32484","12004720.","0101000020E61000000CDB77FB4BC854C0691E209C49324540"
"PMB2019-00445","13/9/2019","21/3/2023","183","15421 STOUT","128140","22101757.","0101000020E61000004F81D1C67BCF54C0897168028E334540"
"PMB2017-02626","19/6/2019","21/3/2023","183","18717 SUSSEX","64895","22046581.","0101000020E6100000247E855C91CC54C0B8091934DB364540"
"PMB2012-05451","22/3/2019","22/3/2023","184","5100 HEREFORD","324650","21077081.","0101000020E6100000A32003BA20BB54C0AB259A8D62344540"
"PMB2009-02867","22/3/2019","22/3/2023","184","16558 STAHELIN","121500","22083151.","0101000020E6100000DDC79EF678CE54C0EBBA82A796344540"
"PMB2005-11377","29/7/2019","22/3/2023","184","15834 WESTBROOK","148592","22109784.","0101000020E6100000B9D631C906D054C0072FD92005344540"
"PMB2018-01912","22/3/2019","22/3/2023","184","11831 WHITEHILL","309181","21058299.","0101000020E6100000C6A4894A15BD54C055381B8853364540"
"PMB2006-02119","9/8/2019","22/3/2023","184","15763 WINTHROP","145368","22052306.","0101000020E6100000685F76FFD6CC54C0B2BCC9580F344540"
"PMB2019-00979","15/4/2019","22/3/2023","184","18460 PRAIRIE","8168","16022889.","0101000020E6100000413953164DC954C094B38BAFA9364540"
"PMB2018-04119","1/4/2019","22/3/2023","184","20020 GRANDVIEW","120715","22124188.","0101000020E61000003D4B215E3BD254C00D52C86816384540"
"PMB2018-00125","23/3/2019","23/3/2023","185","15486 OHIO","91018","16033779.","0101000020E610000076DEE719EFC954C0903E2ED4EB334540"
"PMB2018-05233","23/3/2019","23/3/2023","185","19941 STOUT","102167","22101530.","0101000020E6100000ACEC8479A2CF54C0EB4FB0FA02384540"
"PMB2018-05637","23/3/2019","23/3/2023","185","16252 STEEL","88540","22022402.","0101000020E6100000A5736DE1FDCA54C04445C6D8B2344540"
"PMB2019-01252","11/7/2019","25/3/2023","187","13551 ASHTON","114935","22075705.","0101000020E6100000D71096F001CE54C0361C91084C314540"
"PMB2018-06442","26/7/2019","25/3/2023","187","20539 TRINITY","96624","22108649.007","0101000020E610000048EFEF8409D054C08B0A3DE1A2384540"
"PMB2018-02640","26/3/2019","25/3/2023","187","20500 BRAILE","96483","22105488.016","0101000020E610000077EE15F7C3CF54C0834231FB95384540"
"PMB2018-05515","2/7/2019","25/3/2023","187","19301 SCHAEFER","21961","22030486.","0101000020E610000084BBD37993CB54C0E3C9C13E6D374540"
"PMB2007-06893","25/3/2019","25/3/2023","187","1501 ALTER","325552","21063211.","0101000020E6100000F94665AD4ABC54C04526FF8E6B304540"
"PMB2014-01910","25/3/2019","25/3/2023","187","14232 WARWICK","124718","22085995.","0101000020E6100000732C6B8B9BCE54C06625457504324540"
"PMB2018-05615","25/3/2019","25/3/2023","187","18262 ASHTON","118307","22075176.","0101000020E6100000C326B96813CE54C00277C0B03D364540"
"PMB2016-02942","25/3/2019","25/3/2023","187","19411 LANCASHIRE","121001","22011620.","0101000020E6100000976D783EEDCE54C01AF195D029344540"
"PMB2018-06357","2/7/2019","25/3/2023","187","13561 VIRGIL","114374","22121288.","0101000020E61000001429E0F05CD154C05C424A4A32314540"
"PMB2019-00390","26/8/2019","25/3/2023","187","15301 EVERGREEN","118934","22096400.","0101000020E6100000FE600EC136CF54C08E0A86104E334540"
"PMB2006-01407","30/11/2021","26/3/2023","188","18474 FAUST","117990","22078780.","0101000020E610000054AD68D451CE54C02F29334184364540"
"PMB2019-00369","6/3/2020","26/3/2023","188","15773 HEYDEN","128422","22099659.","0101000020E6100000617EFAB55CCF54C054A440CBF1334540"
"PMB2018-06431","29/7/2019","26/3/2023","188","20277 REDFERN","104767","22117057.009","0101000020E6100000CFD16D85FCD054C07CC276AD67384540"
"PMB2018-03599","26/3/2019","26/3/2023","188","263 EASTLAWN","337084","21053546.","0101000020E61000002A4379D339BC54C04A030A19312E4540"
"PMB2018-03329","26/3/2019","26/3/2023","188","6110 MARSEILLES","305529","21077627.","0101000020E6100000940498534DBB54C0A5ADF13378354540"
"PMB2018-01958","26/3/2019","26/3/2023","188","5315 UNIVERSITY PL","303911","21077492.","0101000020E6100000CAB5AB4F2FBB54C0DF22B49AB8344540"
"PMB2004-06928","26/3/2019","26/3/2023","188","720 ALTER ROAD","332240","21062682.","0101000020E6100000D7CFD737FCBB54C0FDC00CE2A02F4540"
"PMB2004-17276","26/3/2019","26/3/2023","188","10446 BALFOUR","319697","21067841-2","0101000020E6100000530EAC4D91BC54C0C17096CB76354540"
"PMB2018-07037","13/9/2019","26/3/2023","188","20401 ORLEANS","278982","09017988.","0101000020E6100000387DD42082C554C0D7791560F6384540"
"PMB2012-04725","3/4/2020","26/3/2023","188","15810 BEAVERLAND","131522","22118387.","0101000020E610000026871BB0FDD054C03A882093F5334540"
"PMB2011-02611","13/8/2019","26/3/2023","188","5227 DEVONSHIRE","322663","21070586.","0101000020E6100000D5E3A6B062BC54C047F8C347AB334540"
"PMB2012-04704","8/4/2020","26/3/2023","188","15723 ROCKDALE","130772","22114353.","0101000020E6100000139806708BD054C01FB65044C5334540"
"PMB2012-04729","8/4/2020","26/3/2023","188","15446 BEAVERLAND","131693","22118359.","0101000020E6100000FA074445FBD054C002A4207C8E334540"
"PMB2004-14848","21/6/2019","26/3/2023","188","8357 NORTHLAWN","191393","18014821.","0101000020E610000024B28BB6BBC954C0C6BF3BBDA02D4540"
"PMB2018-05975","26/3/2019","26/3/2023","188","19967 HOUGHTON","107421","22115419.020","0101000020E6100000877E50D9B9D054C07D4CAC8B0A384540"
"PMB2005-00913","24/6/2019","26/3/2023","188","18417 KELLY RD","82814","21057303.","0101000020E6100000DAC9BF7D3DBD54C02D9A09EE0E374540"
"PMB2015-00668","26/3/2019","26/3/2023","188","829 PIPER","331958","21052032.005","0101000020E6100000517D73D6AEBC54C0F76A9D81522F4540"
"PMB2018-03750","26/3/2019","26/3/2023","188","15894 EVERGREEN","127025","22095669.","0101000020E6100000058297EE31CF54C05EC5B9F627344540"
