"record_id","street_num","street_dir","street_name","street_type","description","status","date_status","parcel_id","geom"
"BLD2019-00079","48","","Mt Vernon","","New House","CofO Issued","23/9/2019 00:00:00","01002383.","0101000020E6100000F206E9DEDAC454C0B9E0C0471C304540"
"BLD2019-00080","64","","MT VERNON","","NEW HOUSE","CofO Issued","23/9/2019 00:00:00","01002380.","0101000020E6100000118D111ED6C454C047168E5720304540"
"BLD2019-00081","1413","","farmer","","Change land use of suite 101, floor 1 to ""carry out restaurant (coffee shop)"". Interior alterations as per attached documents.","CofO Issued","11/7/2019 00:00:00","01004120-7","0101000020E6100000EDB486301AC354C024AF13F8D62A4540"
"BLD2019-00087","60","","MT VERNON","","NEW HOUSE","CofO Issued","23/9/2019 00:00:00","01002381.","0101000020E6100000133338ADD7C454C0103545F11E304540"
"BLD2019-00154","8237","","JOHN R","","AKA 8233 John R, 8241 John R, 112 Mt. Vernon.  Erection of a  L 59'X25' W X 30' H - Three Unit townhouse as per plans.","CofO Issued","19/10/2020 00:00:00","01002314.","0101000020E6100000FB7FB6C6C1C454C011D03A250E304540"
"BLD2019-00170","13334","","Jefferson","","alteration of interior to create a six (6) operatory  dental office as per plans","CofO Issued","3/4/2019 00:00:00","21000363.","0101000020E61000008F59FFDFBFBC54C01524FCFF762F4540"
"BLD2019-00376","111","","CHANDLER","","TO CONSTRUCT THREE TWO-STORY ROW HOUSE TOWN HOMES (AKA 111 CHANDLER, 8007 JOHN R, 8017 JOHN R)","CofO Issued","30/9/2020 00:00:00","01002314.007","0101000020E61000009F42C75CBBC454C0D5C913CCFE2F4540"
"BLD2019-00382","1000","","Maple","","Revision to BLD2018-08504 tshow approved, recalculated uses - C.O.P. and S.D.M.   attachment documents included.","CofO Issued","22/2/2019 00:00:00","05000293-617","0101000020E61000001827985B88C254C02A96081A9B2B4540"
"BLD2019-00399","4884","WEST","GRAND RIVER","AVENUE","Revision to existing permt. BLD2018-05342 true scope of electrical work
CHANGE OF OCCUPANCY FROM RETAIL/MANUFACTURING TO RESTAURANT (CAFE) W/ BAKERY KITCHEN IN A PORTION OF THE 1ST FLOOR AND ALTERATIONS AS PER EPLANS. PROJDOX BLD-4066","CofO Issued","8/3/2019 00:00:00","10000600.","0101000020E6100000DEE4B202AAC554C041F8A9F1A22C4540"
"BLD2019-00406","15411","","Mack","","Change of use from restaurant to retail store. no interior or exterior changes to the existing building.","CofO Issued","12/3/2019 00:00:00",,
"BLD2019-00423","2211","","WOODWARD","AVENUE","Change of Use and Alterations to Restaurant Per Plans","CofO Issued","19/10/2020 00:00:00","02001861.002","0101000020E610000061C19C8C5FC354C0C454D1DC4D2B4540"
"BLD2019-00460","9215","E","JEFFERSON","","CHANGE OF OCCUPANCY FROM RETAIL ON THE 1ST FLR TO ESTABLISH A STANDARD RESTAURANT W/CLASS C LIQUOR (1ST FL ONLY) AS PER EPLANS & CODE","CofO Issued","7/10/2019 00:00:00","19000040.","0101000020E61000000681086F0FBF54C07C0FE6D3E52D4540"
"BLD2019-00479","9212","","DEXTER","","CHANGE OF USE FROM RETAIL TO PRIVATE CLUB PER PLANS","CofO Issued","9/5/2019 00:00:00","12010456-9","0101000020E610000056D4653184C754C019CE9B11722F4540"
"BLD2019-00547","1258","","Washington Blvd","","(AKA: 1260 Washington Blvd) CHANGE OF USE TO PROPOSED RESTAURANT PER PLANS","CofO Issued","30/3/2021 00:00:00","02000285.","0101000020E610000066D621803AC354C0DEB29247AF2A4540"
"BLD2019-00554","1411","","Central","","Change of Use to a Truck Driving School","CofO Issued","7/1/2020 00:00:00","20005002.","0101000020E6100000C637AC7DC5C754C01CA343022B274540"
"BLD2019-00565","9000","","Jefferson","","CHANGE  USE AND ALTERATION OF TENANT SPACE.PROPOSAL PHARMACY PER PLANS","CofO Issued","10/6/2019 00:00:00","19000016.001","0101000020E61000003C39F3051BBF54C0A55B8F7DA42D4540"
"BLD2019-00572","501"," ","MONROE"," ","Revisions to BLD2018-08518 to show true scope of work and cost/RENOVATIONS TO EXISTING RESTAURANT AND ADDITION OF ROOFTOP PATIO DECK AS INDICATED ON PLANS","CofO Issued","5/11/2019 00:00:00","03000193.","0101000020E6100000ECBBE921B9C254C0CC3665D1E62A4540"
"BLD2019-00577","2250","","W. Davison","","Erection of a new 8,000 sq ft, 1 story Retail Building and site work as per plans.","CofO Issued","8/11/2019 00:00:00","08004483-5","0101000020E6100000D3023A7981C754C01EB873A492324540"
"BLD2019-00586","20245","","VAN DYKE","","Change of use permit - no construction (construction done under previous retail build out)","CofO Issued","31/7/2019 00:00:00","15005155-60","0101000020E61000002D57980199C154C057F92E1D0E394540"
"BLD2019-00615","1430","","WOODWARD","","AKA 1430 WOODWARD - Tenant buildout interior alterations per plans.","CofO Issued","27/9/2019 00:00:00",,
"BLD2019-00619","263",,"FORMAN",,"New offices and maintenance (Minor Repair Only) facility for Triple R Trucking as Per Plans
(Subject to all applicable Federal, State and Local Executive Orders.)","CofO Issued","25/3/2022 00:00:00","20005998.","0101000020E61000003845231BE1C854C0BB291D3F46254540"
"BLD2019-00668","2815","","Brush","","New construction 8 unit townhomes buildings","CofO Issued","5/4/2021 00:00:00",,
"BLD2019-00678","311","","Alfred","","Constructin of an 8 unit townhouse as per plans. Subject to field approval. Separate trade permits are required.","CofO Issued","14/4/2021 00:00:00",,
"BLD2019-00679","2807","","Brush","","New residential structure 8  units 4 story townhomes with attached garages.","CofO Issued","28/5/2021 00:00:00",,
"BLD2019-00680","2809","","Brush","","Erect  4 story , 8 unit townhomes as per eplans w/ a certificate of appropriateness","CofO Issued","5/4/2021 00:00:00",,
"BLD2019-00722","500","","RENAISSANCE CENTER","","Change of Occupancy to expand an existing Day Care Facility into an adjacent Office space as per plans.","CofO Issued","30/7/2019 00:00:00",,
"BLD2019-00727","19737","","SEVEN MILE","","ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER IN A 1000 SQ. FT. BUIILDING AS INDICATED ON PLANS. (BZA GRANT # 92-17, BSEED GRANT #99-16)","CofO Issued","13/10/2020 00:00:00","22016515.","0101000020E6100000EFA9134835CF54C0DF480989F5364540"
"BLD2019-00782","5808","EAST","MCNICHOLS","","Establishment of an Medical Marihuana Provisioning Faciltiy as per BSEED #_______/CONSTRUCT A NEW 1.473 SF ONE-STORY COMMERCIAL BUILDING WITH BASEMENT.","CofO Issued","16/6/2021 00:00:00","13007081-4","0101000020E61000003FFF4AEED7C254C0570605119B354540"
"BLD2019-00788","305","","MICHIGAN","","REVISE BLD2017-03870 (CHANGE LEGAL LAND USE FROM ""OFFICES"" TO ""LOFTS"". PERFORM AND PROVIDE INTERIOR AND EXTERIOR ALTERATIONS TO CREATE LIVING UNITS AS PER PROVIDED DOCUMENTS). PER PLANS. (CHANGE OCC TO LOFTS/RETAIL & INT & EXT ALTERATIONS PER PLANS)/","CofO Issued","1/2/2021 00:00:00","02000232.","0101000020E61000004F65D3D94BC354C08DEDA02B6A2A4540"
"BLD2019-00794","8126","","Kercheval","","aka 8130 Kercheval St. (legal address) Interior Renovation for New Proposed Restaurant","CofO Issued","5/3/2019 00:00:00","17000104-6","0101000020E6100000753DB327DCBF54C037CF3A44F22D4540"
"BLD2019-00804","2921","E","GRAND BLVD.","","Whitebox Drawings for existing 2 story structure. Build-out of basement and 1st floor for possible future tenant. 2nd floor currently under construction.","CofO Issued","21/8/2019 00:00:00","03001802.","0101000020E6100000546C207847C454C0F94298C2A52F4540"
"BLD2019-00829","2215","","TRUMBULL","","AKA 2215 Trumbull (Unit 4). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.","CofO Issued","20/5/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-00830","2217","","TRUMBULL","","AKA 2217 Trumbull (Unit 5). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.","CofO Issued","2/9/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-00831","2221","","TRUMBULL","","AKA 2221 Trumbull (Unit 6). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.","CofO Issued","3/6/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-00832","2227","","TRUMBULL","","AKA 2227 Trumbull (Unit 7). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-00833","2229","","TRUMBULL","","AKA 2229 Trumbull (Unit 8). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. See ProjDox RES-9995 for Master Plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-00842","10420","WEST","MCNICHOLS","","(AKA 10428 W. Mcnichols) Furnish and install new fire alarm system for a day care center as per attached documents.","CofO Issued","30/1/2020 00:00:00","16008103-6","0101000020E6100000701470DE92CA54C00C2ED2B660354540"
"BLD2019-00844","7615","WEST","VERNOR"," ","CHANGE OF USE / RETAIL STORE","CofO Issued","6/8/2019 00:00:00","18001392-4","0101000020E6100000DE7DAC39E2C754C063E4858F0A284540"
"BLD2019-00852","12800","","Eight Mile","","Revision: BLD2018-04015 - Remove ERV (mechanical) from original approved plans
CHANGE OF USE TO ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER FACILITY IN AN EXISTING 1 STORY 3.399 SFT BUILDING AS PER BSEED # 93-17  RECORDED W/ WCRD ON 3-20-18 AND EPLANS.","CofO Issued","20/8/2019 00:00:00","21028339-50","0101000020E61000001F45B9169CBF54C05EB588C774394540"
"BLD2019-00861","3255","","Goldner","","Change legal land use from ""bump shop"" to ""office bldg, business or professional"" as per attached plans.","CofO Issued","16/10/2019 00:00:00","16010514-5","0101000020E61000000D83D676C4C654C0105A466B082A4540"
"BLD2019-00910","8201","","Eight Mile","","Interior Alterations for Proposed New Phone Repair & Retail Per Plan","CofO Issued","1/7/2019 00:00:00","16009382.","0101000020E61000003C5E611FD8C954C044F209E705394540"
"BLD2019-00916","1249","","GRISWOLD","","Office buildout for suite located on 2nd floor","CofO Issued","26/7/2019 00:00:00","02002006.","0101000020E61000008BDDBD0433C354C0899A88F9A72A4540"
"BLD2019-00920","35"," ","OWEN"," ","Total renovation of apt. building. Generator to be approved w/ electrical drawings - revision to exisitng BLD2018-03473
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","11/3/2019 00:00:00","01004342.","0101000020E6100000198186B130C554C0A3C932640E314540"
"BLD2019-00949","400","","JEFFERSON","","Renovate Floors 7, 72, 73 and 3rd Floor elevator lobby for new restaurant at Renaissance Center","CofO Issued","8/5/2020 00:00:00","01000001.","0101000020E6100000F4CF63548EC254C03592F5C4432A4540"
"BLD2019-01023","15794","","Wyoming","","Per BSEED#SLU2019-00050 - Change of Occupancy/Use to Establish (Private Club) per plans.","CofO Issued","29/7/2021 00:00:00","16037515.","0101000020E6100000B2E8E98137CA54C01A89740430344540"
"BLD2019-01033","8614","","MICHIGAN","","Remodeling Inside shop, to be grocery store","CofO Issued","2/7/2019 00:00:00","20004672.","0101000020E6100000C84BA7CF77C954C061A0A49C422A4540"
"BLD2019-01036","3959","","Vernor","","Change of use to establish a Tobacco Retail Specialty Store (Hookah Bar) in an existing Retail Tenant space as per plans.","CofO Issued","26/9/2019 00:00:00","14000318.","0101000020E61000009976F9DCDBC554C0C971082B2A294540"
"BLD2019-01040","19150","","Warren","","Change of Occupancy from Retail to Trade Services, General (HVAC) as per plans.","CofO Issued","25/11/2019 00:00:00","22000645.","0101000020E61000004CF594C897CE54C0EC1020DDF62B4540"
"BLD2019-01042","15125","","Harper","","Change of occupancy to establish retail Hookah in existing dance hall as indicated on plans.","CofO Issued","30/7/2019 00:00:00","21004433-4","0101000020E61000001786415B4FBD54C0E88DDB2614344540"
"BLD2019-01047","1301","","Third","","Expand offices into an existing parking area as per plans.","CofO Issued","3/7/2019 00:00:00","04000240.","0101000020E6100000152F9595BBC354C04F20E9A1432A4540"
"BLD2019-01064","2225","","Trumbull","","(a.k.a. 2233 Trumbull, Unit 9 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01085","6541","","WOODWARD","","Revision to BLD2018-10538 to reflect changes in a Nail Salon as per plans.
CHANGE OCCUPANCY FROM RETAIL TO NAIL SALON.","CofO Issued","13/9/2019 00:00:00","02001744.003L","0101000020E61000009B5D29BCB0C454C0EEA0BAA24E2F4540"
"BLD2019-01089","2225","","Trumbull","","(a.k.a. 2237 Trumbull, Unit 10 - local address) PER BZA #4-18, Construct & erect a 34' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01090","2225","","Trumbull","","(a.k.a. 2241 Trumbull, Unit 11 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01091","2225","","Trumbull","","(a.k.a. 2245 Trumbull, Unit 12 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01092","2225","","Trumbull","","(a.k.a. 2251 Trumbull, Unit 13 - local address) PER BZA #4-18, Construct & erect an approx. 35' L X 20' W X 38' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01117","1501","","Fisher Frwy","","(a.k.a. 1501 W. Fisher Frwy. Unit 21 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE Unit as per plans.","CofO Issued","10/11/2020 00:00:00","08000058.","0101000020E6100000AAF035D100C454C0D91916379F294540"
"BLD2019-01124","2225","","Trumbull","","(a.k.a. 1505 W. Fisher Frwy. Unit 22 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","12/11/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01125","2225","","Trumbull","","(a.k.a. 1507 W. Fisher Frwy. Unit 23 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01126","2225","","Trumbull","","(a.k.a. 1511 W. Fisher Frwy. Unit 24 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","12/11/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01127","2225","","Trumbull","","(a.k.a. 1515 W. Fisher Frwy. Unit 25 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","12/11/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01128","2225","","Trumbull","","(a.k.a. 1517 W. Fisher Frwy. Unit 26 - local address) PER BZA #4-18, Construct & erect an approx. 33.5' L X 20' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","2/12/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01129","2225","","Trumbull","","(a.k.a. 1521 W. Fisher Frwy. Unit 27 - local address) PER BZA #4-18, Construct & erect an approx. 34' L X 20.5' W X 36.5' H TOWNHOUSE UNIT AS PER attached plans.","CofO Issued","10/11/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2019-01144","8287","","SOUTHFIELD","","PER BZA #18-17 AND BSEED GRANT #87-16, CHANGE OF OCCUPANCY TO ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER FACILITY IN AN EXISTING 2,720 SQ FT BUILDING AND INTERIOR ALTERATIONS AS PER ATTACHED PLANS.","CofO Issued","7/10/2019 00:00:00","22074549-55","0101000020E6100000C81AC824E0CD54C0AC37354E442D4540"
"BLD2019-01164","15021","W","EIGHT MILE","","Change legal land use from ""office"" to ""child care center"" as per attached plans.","CofO Issued","3/12/2019 00:00:00",,
"BLD2019-01170","4401","","AVERY","","BUILD NEW RESIDENTIAL HOME PER PLANS","CofO Issued","5/11/2020 00:00:00","08007213.","0101000020E61000009DB26A7C12C554C023E529E4742C4540"
"BLD2019-01172","20700","","SCHOOLCRAFT","","CHANGE OF USE, CHANGE OF OCCUPANCY TO RETAIL, AND INTERIOR AND EXTERIOR ALTERATIONS PER PLANS","CofO Issued","25/8/2021 00:00:00","22009481-2","0101000020E61000009F449083A4CF54C00D06205B72314540"
"BLD2019-01195","19158","","LIVERNOIS","","(AKA 19148 Livernois ) Change of Use/ Occupancy from Barber Shop to Standard Restaurant per Plans.","CofO Issued","2/9/2020 00:00:00","02004411-2","0101000020E61000006741AEE508C954C0C5C393E35B374540"
"BLD2019-01226","660","","PLAZA","","Interior Build-out for new Credit Union on the 2nd Floor of the DTE Building as per plans.","CofO Issued","3/7/2019 00:00:00",,
"BLD2019-01231","1600"," ","CLAY"," ","Change legal use of suite 121, floor 1 of Building 1 from ""warehouse / factory"" to ""trade services, general"" as per provided documents. Must conform to 2015 Michigan Rehabilitation Code.","CofO Issued","11/12/2019 00:00:00","07002606.000","0101000020E610000088FFF5CFDDC354C0A988240270304540"
"BLD2019-01248","2905","W","Grand Blvd",,"(a.k.a. 2911 W Grand Blvd - legal address) Change legal land use of tenant space to ""carry out restaurant"" as per attached plans.","CofO Issued","18/8/2022 00:00:00","03001796.","0101000020E61000008B41CE8C39C454C0FBF2B3D4AF2F4540"
"BLD2019-01267","2125","","WOODWARD","","Millwork, Carpentry, Electrical, Mechanical, Plumbing installations in a first floor retail space.","CofO Issued","13/2/2020 00:00:00","02001862-3","0101000020E61000008FD4616A5BC354C0C032706F3C2B4540"
"BLD2019-01270","6143","","VERNOR","","AKA 6171 W. Vernor. Interior Tenant Build-out to establish a Retail Occupancy as per plans.","CofO Issued","2/2/2021 00:00:00","16000701-5","0101000020E6100000045A64B6E8C654C06DBA477B62284540"
"BLD2019-01306","12625","","GREENFIELD","","Per BSEED grant #56-18, change legal use from ""junkyard / indoor dismantle"" to ""Very High Impact mfg / processing (concrete crushing) as per attached documents.","CofO Issued","9/7/2020 00:00:00","22050987-8","0101000020E610000052C9C19CBBCC54C05F1C641BC9304540"
"BLD2019-01403","321","W","Lafayette","","Change of Occupancy to 106 Lofts, Community Room, Yoga Studio, Gym & 1st Floor Management Offices as per plans.","CofO Issued","25/5/2021 00:00:00","02000196.","0101000020E610000018B0E69E3FC354C03043AE41402A4540"
"BLD2019-01506","1001","","BRUSH","","AKA 1026 Randolph. Change of Occupancy to Indoor Recreation Commercial & Health Club and alterations as per plans. Separate Sign Permit Required.","CofO Issued","11/9/2019 00:00:00","01000161.","0101000020E61000005C5A9FD7CEC254C04C7E8199B92A4540"
"BLD2019-01524","1451","","BAGLEY","","(a.k.a. 1534 Trumbull - local address) Change legal land use from ""AUTO REPAIR SHOP"" to a  ""SINGLE FAMILY RESIDENCE"" as per attached documents. Interior & Exterior alterations per Historic District Comm's Cert. of Appro. #19-6235.","CofO Issued","15/5/2020 00:00:00","06000340.000","0101000020E6100000D44B172D2BC454C0A2440AC32A2A4540"
"BLD2019-01567","15101","","MCNICHOLS","","CHANGE OF OCCUPANCY TO ESTABLISH A CHILD CARE CENTER IN AN EXISTING MEDICAL CLINIC AS INDICATED ON PLANS","CofO Issued","28/2/2020 00:00:00","22012921-4","0101000020E61000000DF66AAE77CC54C035AD5F3C3D354540"
"BLD2019-01569","15037"," ","JOY","ROAD","Per BSEED Grant#143-16, Change of Occupancy to Minor Auto Repair and erection of screen wall and dumpster enclosure as per plans.","CofO Issued","11/10/2019 00:00:00","22002244-7","0101000020E6100000A7C680394FCC54C02FF7843ED22D4540"
"BLD2019-01570","1702","","FORT","","(a.k.a. 1700 W Fort - local address) Interior alterations and tenant build out of floor 2 & 3 as per attached drawings.","CofO Issued","28/2/2020 00:00:00","08000048.","0101000020E6100000F79036AE2CC454C0665A377865294540"
"BLD2019-01655","20524","","Stotter","","Change of occupancy to establish one retail space (auto part sales-new) as per plans.","CofO Issued","26/7/2019 00:00:00","15005775.","0101000020E6100000771F464AA3C154C0A283663553394540"
"BLD2019-01667","1505","","WOODWARD","","Change legal land use to ""retail store"". Perform and provide tenant build out, floor 1, suites 1505, 1515, 1529 as per attached drawings.","CofO Issued","12/12/2019 00:00:00","02001869-1","0101000020E6100000BF52465A30C354C06D07919CDF2A4540"
"BLD2019-01722","1462","","Van Dyke","","(a.k.a. 1464 Van Dyke - suite address) Change legal land use of tenant suite to ""carry out restaurant"" as per attached drawings. Separate health dept approval required.","CofO Issued","3/9/2019 00:00:00","17009186-0","0101000020E61000007F488A21DABF54C01FC5F5FD8F2D4540"
"BLD2019-01723","9933","","GREENFIELD","","CHANGE OF USE FROM BAR/RESTAURANT TO PRIVATE CLUB PER PLANS","CofO Issued","31/5/2019 00:00:00","22051128-33","0101000020E61000006EAC76D7A6CC54C09A3E58082D2F4540"
"BLD2019-01724","11919","E","Warren","","Change legal land use of suite C from ""retail store"" to ""pharmacy"" as per attached drawings.","CofO Issued","30/5/2019 00:00:00","21046421.002","0101000020E610000070027C2C9CBE54C0DBEDA8F4D9314540"
"BLD2019-01728","2841",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2841 Brush St. (Unit 63)]","CofO Issued","3/6/2022 00:00:00",,
"BLD2019-01731","2839",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2839 Brush St. (Unit 64)]","CofO Issued","24/6/2022 00:00:00",,
"BLD2019-01734","2837",,"Brush",,"New Townhouses As Per Plans","CofO Issued","25/5/2022 00:00:00",,
"BLD2019-01737","2835",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2835 Brush St. (Unit 66)]","CofO Issued","18/8/2022 00:00:00",,
"BLD2019-01738","2833",,"Brush","St","New Townhouses As Per Plans","CofO Issued","12/7/2022 00:00:00",,
"BLD2019-01740","10000","","Freeland","","Change of use to establish Cold storage and Commissary as per plans.
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","3/6/2019 00:00:00","22035439-43","0101000020E610000099CF9CB0BCCB54C0383756ED4E2F4540"
"BLD2019-01742","2831",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2841 Brush St. (Unit 68)]","CofO Issued","12/7/2022 00:00:00",,
"BLD2019-01747","2829",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2829 Brush St. (Unit 69)]","CofO Issued","9/8/2022 00:00:00",,
"BLD2019-01750","2827",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2827 Brush St. (Unit 70)]","CofO Issued","25/5/2022 00:00:00",,
"BLD2019-01751","2825",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2825 Brush St. (Unit 71)]","CofO Issued","9/8/2022 00:00:00",,
"BLD2019-01752","2823",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. [2823 Brush St. (Unit 72)]","CofO Issued","9/8/2022 00:00:00",,
"BLD2019-01753","1001","","SPRINGWELLS","","Change legal land use from ""vacant land"" to "" Contractor Yard and Construct permanent modular office structures , parking lot, and construction laydown area as per attached drawings.","CofO Issued","6/11/2019 00:00:00","18000044.001","0101000020E6100000B2025ECB97C654C08E4A4F04A5254540"
"BLD2019-01754","2821",,"Brush",,"Construct and erect a single family residential unit (carriage house) as per attached drawings. 
[2821 Brush St. (Unit 73)]","CofO Issued","2/6/2022 00:00:00",,
"BLD2019-01801","114","","W. ADAMS      STE 200","","REVISION TO BLD2018-03509 TO MODIFY SCOPE OF WORK AS PER PLANS. (ProjectDox BLD-4869)/REVISE BLD2017-05699 TO SHOW TRUE SCOPE OF WORK AS INDICATED ON EPLAN SUBMITTAL./BLD2017-05699-CHANGE OF OCCUPANCY TO ESTABLISH RESTAURANT W/CLASS C BAR ON BASEMENT, GROUND FLOOR, AND MEZZANINE LEVELS AND ALTERATIONS AS PER PLANS. SEPARATE HEALTH APPROVAL AND RESTAURANT BUSINESS LICENSE REQUIRED.","CofO Issued","12/6/2019 00:00:00","02000380-1","0101000020E6100000A806A46A65C354C045391A7D0C2B4540"
"BLD2019-01882","441","","Canfield","","TBD/Interior renovations as per attached document.","CofO Issued","27/9/2019 00:00:00","02000890.","0101000020E6100000CB30557431C454C0DF0C66D6EC2C4540"
"BLD2019-01919","2742","EAST","SEVEN MILE","ROAD","CHANGE OF USE TO RESTAURANT AND INTERIOR/EXTERIOR ALTERATIONS PER PLANS","CofO Issued","1/4/2020 00:00:00","09007389.","0101000020E6100000E5F74697CEC454C00BD1D9CF62374540"
"BLD2019-01948","2921","","GRAND","","Change Occupancy/Use to Restaurant w/Onsite Consumption 1st Flr & Basement per plans.","CofO Issued","26/8/2020 00:00:00","03001802.","0101000020E6100000546C207847C454C0F94298C2A52F4540"
"BLD2019-02007","1413","","Farmer","","(a.k.a. 19 East Grand River Ave - suite address) Change legal land use from ""commercial (white box)"" to ""standard restaurant"" as per attached drawings.","CofO Issued","3/11/2020 00:00:00","01004120-7","0101000020E6100000EDB486301AC354C024AF13F8D62A4540"
"BLD2019-02022","3901","","WOODWARD","","AKA 3909 Woodward Ave Ste A. Interior alterations in an existing Retail Space as per plans.","CofO Issued","8/8/2019 00:00:00","02001804.","0101000020E6100000312E9EEFD5C354C09D0874CBBE2C4540"
"BLD2019-02050","628","","BALTIMORE","","Change legal land use from ""factory"" to ""Private club"" as per attached documents.","CofO Issued","16/7/2019 00:00:00","04001396.","0101000020E6100000F42A56E5E1C454C0886591D3FB2E4540"
"BLD2019-02065","4473","","W. JEFFERSON","","Per BSEED Grant #100-18, Establish Occupancy/Use of Medical Marihuana Grower Facility in 18,000 sq. ft. of an existing 46,000 sq. ft. building as per plans.","CofO Issued","11/2/2020 00:00:00","16000001.","0101000020E6100000E0FB22999BC554C030E68A8525274540"
"BLD2019-02089","1550","","TAYLOR","","Interior alterations of business office suite to establish a ""medical clinic"" as per attached drawings.","CofO Issued","2/3/2020 00:00:00","06002197.","0101000020E6100000E398D3B522C654C0B9ADD6F041304540"
"BLD2019-02093","16900","","Warren","","CHANGE OF USE FROM OFFICE TO RETAIL PER PLANS","CofO Issued","1/7/2019 00:00:00","21002284.","0101000020E6100000229D2A70A1BB54C03D20CFE5D9334540"
"BLD2019-02109","2831","","Grand Blvd","","CHANGE OF USE TO ADD CARRY-OUT RESTAURANT IN 818 SQ. FT. PER PLANS.","CofO Issued","1/9/2020 00:00:00","03001786.","0101000020E6100000B60179B117C454C011300FEDC82F4540"
