"inspection_id","establishment_id","name","inspection_date","inspection_type","inspector_id","priority_violations","foundation_violations","core_violations","total_corrected_priority___foun","in_compliance"
"37146","3354","DSA Detroit School of Arts (9-12)","11/17/2016","Routine Inspection","87","0","0","3","0","Yes"
"37147","2076","The Coney Man","11/17/2016","Routine Inspection","87","0","0","0","0","Yes"
"37149","4811","Bucharest Grill Piquette","8/16/2016","Routine Inspection","114","2","2","0","4","Yes"
"37150","4964","Detroit City Distillery","8/18/2016","Routine Inspection","114","3","0","2","3","Yes"
"37151","2140","Honest John's Bar & Grill","9/13/2016","Routine Inspection","114","1","1","2","2","No"
"37152","4861","Ms. Ruth Catering","9/27/2016","Routine Inspection","114","0","0","0","2","Yes"
"37153","4100","University Prep Science & Math High ","10/7/2016","Routine Inspection","114","0","0","0","0","Yes"
"37154","648","Ivanhoe Cafe ","10/11/2016","Routine Inspection","114","1","2","0","3","Yes"
"37155","2287","Lunchtime Neo LLC","10/25/2016","Routine Inspection","114","0","0","0","4","Yes"
"37156","2153","White Castle #44","10/6/2016","Routine Inspection","114","0","0","0","3","Yes"
"37157","4827","Selden Standard","9/7/2016","Routine Inspection","114","1","2","1","3","Yes"
"37158","4818","Midtown Zef's","11/8/2016","Routine Inspection","114","0","0","0","0","Yes"
"37160","3470","Starbucks Coffee","11/8/2016","Routine Inspection","114","0","0","1","0","Yes"
"37162","2330","Detroit Institute of Arts -Cafe DIA","11/9/2016","Routine Inspection","114","0","0","2","0","Yes"
"37163","4248","Detroit Institute of Arts-Kresge Court","11/9/2016","Routine Inspection","114","0","0","0","0","Yes"
"37164","1799","AVI Food Systems, Inc.","11/9/2016","Routine Inspection","114","2","3","2","5","Yes"
"37165","1301","Little Caesar's Pizza #43","8/24/2016","Routine Inspection","114","0","3","2","0","No"
"37167","3518","Jet's Pizza Midtown","11/14/2016","Complaint","114","0","0","0","0","Yes"
"37168","949","DIA (Northern) Detroit Int Academy","11/15/2016","Routine Inspection","114","0","0","0","0","Yes"
"37169","4092","University Prep Academy HS--Blue Bldg.","11/15/2016","Routine Inspection","114","0","0","2","0","Yes"
"37170","4857","Tony V's Tavern","11/15/2016","Complaint","114","0","0","0","0","Yes"
"37171","4296","Dr. Benjamin Carson HS of Sci & Med","11/16/2016","Routine Inspection","114","1","0","0","1","Yes"
"37172","900","Spain Middle/Elementary School","11/16/2016","Routine Inspection","114","0","0","0","0","Yes"
"37173","4943","Checkers Restaurant","11/16/2016","Routine Inspection","114","1","2","4","3","No"
"37174","1722","New Center Gourmet","11/16/2016","Routine Inspection","114","2","1","0","3","Yes"
"37175","4748","New Center Grill","11/16/2016","Routine Inspection","114","3","3","3","6","No"
"37176","4996","Children's Hospital of Michigan","11/17/2016","Routine Inspection","114","2","2","3","4","Yes"
"37177","3870","Subway #11819","11/17/2016","Routine Inspection","114","0","1","0","1","Yes"
"37178","5279","Childrens Cafe Stores LLC/Biggby","11/17/2016","Routine Inspection","114","0","0","3","0","Yes"
"37179","1474","Bunche Elementary","11/15/2016","Routine Inspection","87","0","0","0","0","Yes"
"37180","5039","Mikes Kabob Grille","11/15/2016","Routine Inspection","124","5","6","3","8","No"
"37181","4866","Dime Store","11/8/2016","Routine Inspection","124","3","0","2","2","No"
"37182","1359","Burger King Corp #13332","11/2/2016","Routine Inspection","124","0","0","3","0","Yes"
"37183","5161","Southern Fire Bistro & Lounge","11/18/2016","Routine Inspection","87","0","0","5","0","Yes"
"37184","1392","Williams and Sons Ice Cream","11/16/2016","Routine Inspection","87","0","0","1","0","Yes"
"37185","4263","Ford Field- Commissaries","11/20/2016","Routine Inspection","129","0","0","0","0","Yes"
"37186","2246","Happy's Pizza #5","11/15/2016","Complaint","127","0","0","1","0","Yes"
"37187","5127","Panera Bread-RenCen","11/8/2016","Routine Inspection","124","1","2","1","3","Yes"
"37188","1378","Courtyard Kitchen (Cafe and bar)","11/21/2016","Routine Inspection","124","2","0","0","2","Yes"
"37190","2127","Kentucky Fried Chicken","11/4/2016","Routine Inspection","126","0","1","2","1","No"
"37191","5032","Tasty World","11/2/2016","Routine Inspection","126","1","1","4","2","Yes"
"37195","4309","Pinky's Shuga Shack","11/16/2016","Routine Inspection","112","0","0","0","0","Yes"
"37196","2735","Vickie's Bar & Grill","11/17/2016","Routine Inspection","112","0","0","0","0","Yes"
"37197","606","Zoup! Fresh Soup Co.","11/3/2016","Routine Inspection","124","1","1","1","2","Yes"
"37198","2026","Palushaj's Olympia Coney Island","11/15/2016","Routine Inspection","130","0","1","4","1","No"
"37199","4704","Subway","11/15/2016","Routine Inspection","130","0","0","0","0","Yes"
"37200","2074","Church's Fried Chicken #976","11/15/2016","Routine Inspection","130","0","1","4","1","Yes"
"37201","1556","Uptown Bar B Que","11/15/2016","Routine Inspection","130","0","0","0","0","Yes"
"37202","5152","Ashe Supply Co.","11/17/2016","Routine Inspection","130","0","0","0","0","Yes"
"37203","355","Detroit Athletic Club","11/17/2016","Routine Inspection","130","1","0","4","1","No"
"37204","351","Haydays/Four Winds Bar","11/17/2016","Routine Inspection","112","0","1","0","1","Yes"
"37205","505","Blue Star Lounge","11/15/2016","Routine Inspection","112","0","1","0","0","No"
"37206","4288","Yusef's Place 2","11/17/2016","Routine Inspection","112","0","1","2","1","Yes"
"37207","665","Chick's Bar","11/10/2016","Routine Inspection","112","1","1","4","1","No"
"37208","1444","Ford Patio Bar & Grill ","11/8/2016","Routine Inspection","112","1","1","1","2","No"
"37209","2277","Galaxy Coney Island","11/9/2016","Routine Inspection","112","2","0","1","2","Yes"
"37210","2357","Steve's Soul Food Det/The Key Club","11/22/2016","Routine Inspection","129","2","3","11","5","No"
"37211","787","Omega Grill","11/8/2016","Routine Inspection","127","1","3","2","4","Yes"
"37212","1228","Lon's Coney Island","11/10/2016","Routine Inspection","130","0","2","1","2","Yes"
"37213","5211","Sun Sun","11/9/2016","Routine Inspection","130","0","1","4","1","Yes"
"37214","519","Connie & Barbara Restaurant","11/15/2016","Routine Inspection","130","1","1","2","2","Yes"
"37215","1595","Rabaut's Cafe","11/21/2016","Routine Inspection","87","0","0","0","0","Yes"
"37217","3266","La Palma","11/21/2016","Routine Inspection","87","0","2","9","2","Yes"
"37218","5394","Ima","11/22/2016","Preopening/COO","87","0","2","1","0","No"
"37219","1413","Lady Louisa's Place","11/17/2016","Routine Inspection","127","1","3","5","4","No"
"37220","5157","44 Burrito","11/22/2016","Routine Inspection","130","1","0","0","0","No"
"37223","3425","They Say/Dunco Holding LLC","11/23/2016","Routine Inspection","87","0","0","1","0","Yes"
"37225","2165","New Center Eatery","11/21/2016","Routine Inspection","129","1","3","7","4","No"
"37226","525","Mexican Village Of Detroit","11/22/2016","Complaint Follow-Up","87","0","0","0","0","Yes"
"37227","2455","Ace of Spades","11/18/2016","Routine Inspection","127","1","0","0","1","Yes"
"37228","2775","Penthouse","11/28/2016","Routine Inspection","127","0","0","0","0","Yes"
"37229","4756","Urban Soul Restaurant","11/23/2016","Routine Inspection","129","3","1","7","4","No"
"37230","3537","Fat Boyz Steak and Chicken","11/15/2016","Routine Inspection","127","2","3","1","4","No"
"37231","642","Xochimilco, INC","11/22/2016","Complaint Follow-Up","87","0","0","0","0","Yes"
"37232","1894","Thurgood Marshall Elementary","11/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"37233","870","Burns Elementary- Middle School","11/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"37234","849","Vernor Elementary","11/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"37235","1119","Paul Roberson/ Malcolm X. Academy","11/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"37236","4796","Horatio Williams Foundation","11/23/2016","Routine Inspection","129","0","0","1","0","Yes"
"37237","1042","Charles R. Drew Transition","11/17/2016","Routine Inspection","127","1","0","1","1","Yes"
"37238","4858","Larry's","11/1/2016","Cease and Desist","126","0","0","0","0","Yes"
"37239","1935","Kams Chop Suey","11/22/2016","Closed - Temporary","126","0","0","0","0","Yes"
"37242","966","Edmonson Elementary School","11/15/2016","Routine Inspection","114","0","0","0","0","Yes"
"37243","4951","Det. Delta Prep. Acad for Social Justice","11/17/2016","Routine Inspection","114","0","0","0","0","Yes"
"37245","5213","Embassy","11/22/2016","Routine Inspection","126","1","0","1","1","Yes"
"37246","2243","Papa's Restaurant and Coney Island","11/22/2016","Routine Inspection","126","1","0","1","1","No"
"37247","2375","New Robert's Coney Island Inc.","11/22/2016","Routine Inspection","126","1","0","3","1","No"
"37248","917","White Academy ","11/10/2016","Routine Inspection","126","0","0","1","0","Yes"
"37249","5131","The Bad Luck","11/29/2016","Preopening/New","122","0","0","1","0","Yes"
"37250","4301","Regent Park Scholars Charter Academy","11/1/2016","Routine Inspection","126","0","1","0","1","Yes"
"37251","5029","Chene Grill Inc. ","11/28/2016","Routine Inspection","87","0","1","0","1","Yes"
"37252","380","White Castle #48","11/28/2016","Routine Inspection","87","0","0","3","0","Yes"
"37254","1020","Mason PK-8 @ Farwell Jr. High School","11/10/2016","Routine Inspection","126","0","0","1","0","Yes"
"37255","5320","Maru Detroit","11/29/2016","Routine Inspection","129","2","1","1","3","Yes"
"37256","1171","Pulaski Elementary/Middle School","4/26/2017","Routine Inspection","126","0","0","2","0","Yes"
"37257","5392","800 Parc","11/29/2016","Routine Inspection","129","7","3","5","10","Yes"
"37258","4151","Greenfield Union ","11/4/2016","Routine Inspection","126","1","0","1","1","Yes"
"37259","1045","GJon's Corporation","11/9/2016","Routine Inspection","126","0","0","3","0","No"
"37260","2377","Pete's Grill","11/10/2016","Routine Inspection","126","1","0","1","1","No"
"37261","1122","Greenfield Union Annex","11/4/2016","Routine Inspection","126","0","0","1","0","No"
"37263","1610","Sun China Restaurant","11/22/2016","Routine Inspection","127","2","1","1","3","Yes"
"37264","2592","Crab House","11/22/2016","Routine Inspection","127","1","2","0","2","No"
"37265","4959","Cheng's Garden","11/17/2016","Routine Inspection","127","1","1","1","2","Yes"
"37266","1317","Loving Elementary","11/29/2016","Routine Inspection","87","0","0","0","0","Yes"
"37267","1037","Detroit Lions Academy","11/30/2016","Routine Inspection","87","0","0","0","0","Yes"
"37268","5126","Will Leather Goods Coffee Shop","11/30/2016","Routine Inspection","87","0","0","2","0","Yes"
"37269","462","Big Mike Coney Island Inc.","11/30/2016","Routine Inspection","87","0","0","5","0","Yes"
"37270","4411","Triumph Church","11/29/2016","Routine Inspection","87","0","0","2","0","Yes"
"37271","4490","Old Redford Community Development  LLC","11/16/2016","Routine Inspection","127","0","1","0","1","Yes"
"37272","688","Trumpp's","11/10/2016","Routine Inspection","127","0","1","1","1","No"
"37273","1674","Nicky D's Coney Island","11/30/2016","Routine Inspection","130","3","3","4","6","Yes"
"37274","1475","Burger King #6369","11/29/2016","Routine Inspection","130","0","1","1","1","Yes"
"37275","1144","Church's Fried Chicken #785","11/30/2016","Routine Inspection","130","0","0","0","0","Yes"
"37276","2386","Kentucky Fried Chicken F428107","10/20/2016","Routine Inspection","127","1","0","1","1","No"
"37277","1656","Boston Market #976","11/29/2016","Routine Inspection","130","0","0","2","0","No"
"37278","2467","China Wok","11/29/2016","Routine Inspection","130","1","0","3","1","Yes"
"37279","4998","Encore Lounge and Grill","11/29/2016","Routine Inspection","130","0","2","1","0","No"
"37280","1869","Little Caesar's Pizza #24","11/30/2016","Routine Inspection","130","0","0","0","0","Yes"
"37282","3745","Mercury Burger Bar","12/1/2016","Routine Inspection","87","1","0","0","1","Yes"
"37283","4916","Republic Tavern","11/30/2016","Routine Inspection","124","2","2","1","4","Yes"
"37284","2473","Universal Coney Island","11/23/2016","Complaint","128","0","0","0","0","Yes"
"37285","4844","Centre Park Restaurant","11/30/2016","Routine Inspection","129","2","5","10","7","No"
"37286","4615","Buffalo Wild Wings","12/1/2016","Routine Inspection","129","1","2","3","3","No"
"37287","2728","Hard Rock Cafe","12/1/2016","Routine Inspection","129","0","1","3","1","No"
"37288","4122","City Wings","12/2/2016","Routine Inspection","87","0","1","1","1","Yes"
"37289","1436","Blackwell Institute","12/2/2016","Complaint/Routine","87","0","0","0","0","Yes"
"37290","239","Scotty Simpsons Fish and Chips","11/3/2016","Routine Inspection","127","1","2","0","3","Yes"
"37291","821","Covenant House Academy-Southwest","12/1/2016","Routine Inspection","128","0","0","0","0","Yes"
"37292","3171","Delray Senior Pavilion","12/1/2016","Routine Inspection","128","0","0","0","0","Yes"
"37293","3885","Ray's Pizza & Chicken","11/16/2016","Routine Inspection","127","0","1","2","1","No"
"37294","316","Cesar Chavez Academy Elementary","12/1/2016","Routine Inspection","128","0","0","0","0","Yes"
"37295","926","Bennett Elementary","12/1/2016","Routine Inspection","128","0","0","0","0","Yes"
"37296","4412","East English Village Preparatory Academy","12/5/2016","Routine Inspection","87","0","0","0","0","Yes"
"37297","5231","Detroit Fresh Fish & Seafood Co. Inc.","11/16/2016","Routine Inspection","127","1","2","1","2","No"
"37298","5188","Avenue Grill Plus","11/29/2016","Routine Inspection","127","2","1","1","3","No"
"37299","968","Escuela Avancemos/Logan Elementary","11/29/2016","Routine Inspection","128","0","0","0","0","Yes"
"37300","4176","Amelia Earhart Elementary/Middle School","11/29/2016","Routine Inspection","128","0","0","0","0","Yes"
