"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"58197","4/1/2022","Routine Inspection","1355","Domino's Pizza","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation","Handwashing sink(s)",,,"Not easily accessible","Items stored","In","HANDSINK(S)",,,"True","10","4/1/2022",,"True"
"58197","4/1/2022","Routine Inspection","1355","Domino's Pizza","6-501.11","PHYSICAL FACILITIES shall be maintained in good repair.
","Core","Physical facilities",,,"In poor repair",,,"BACK AREA",,,"False","30",,,"False"
"58197","4/1/2022","Routine Inspection","1355","Domino's Pizza","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Not clean",,,"LAUNDRY AREA",,,"False","30",,,"False"
"58194","3/18/2022","Routine Inspection","51623060","The Michigan Squeeze Station","4-501.11","EQUIPMENT shall be maintained in a state of repair and condition that meets the requirements of the code.
","Core","Equipment",,,"In poor repair",,,"COOLER",,"Cooler (prep)","True","30","3/29/2022","Repair","False"
"58191","3/29/2022","Routine Inspection","5038","El Cunado Production Kitchen","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"With accumulation of debris",,,"WALK-IN COOLER",,"Shelves","True","30","3/30/2022","Keep clean.","False"
"58187","3/18/2022","Routine Inspection","51623663","Tacos Regios","7-204.11","Chemical SANITIZERS and other chemical antimicrobials applied to FOOD-CONTACT SURFACES shall meet the requirements specified in this code. (P)
","Priority","Sanitizer(s)",,,"Not approved for use",,,"3 COMPARTMENT SINK AREA",,"Sanitizer","True","10","3/25/2022","Discontinue use.  Provide approved source.","True"
"58186","3/22/2022","Routine Inspection","1606","Prelja's Ham Palace","3-302.11","(A) FOOD shall be protected from cross contamination by:  
(1) Except as specified in (1)(c) below, separating raw animal FOODS during         storage, preparation, holding, and display from:
(a) Raw READY-TO-EAT FOOD including other raw animal FOOD such as FISH for sushi or MOLLUSCAN SHELLFISH, or other raw READY-TO-EAT FOOD such as fruits and vegetables,(P) and
(b) Cooked READY-TO-EAT FOOD; (P)
(c) Frozen, commercially processed and packaged raw animal FOOD may be          stored or displayed with or above frozen, commercially processed and           packaged, ready-to-eat food.
(2) Except when combined as ingredients, separating types of raw animal FOODS    from each other such as beef, FISH, lamb, pork, and POULTRY during storage,        preparation, holding, and display by:
(a) Using separate EQUIPMENT for each type, (P) or
(b) Arranging each type of FOOD in EQUIPMENT so that cross contamination of one type with another is prevented, (P) and
(c) Preparing each type of FOOD at different times or in separate areas; (P)
","Priority","Raw animal food(s)",,,"Stored over/next to","Raw ready-to-eat food(s)","Vegetable(s)","WALK-IN COOLER",,"RAW FOOD STORAGE","True","10","3/22/2022","Store raw animal foods below and away from foods needing little or no further prep.","True"
"58185","3/28/2022","Routine Inspection","642","Xochimilco, INC","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core","Dispensing utensil(s)",,,"Improperly stored","With handle in product",,"WALK-IN COOLER",,"Dispensing utensil","False","30",,"Store with handle extended out of product.","False"
"58185","3/28/2022","Routine Inspection","642","Xochimilco, INC","6-301.11","Each HANDWASHING SINK or group of 2 adjacent HANDWASHING SINKS shall be provided with a supply of hand cleaning liquid, powder, or bar soap. (Pf)
","Foundation","Soap","at restroom handsink","men's","Not provided",,,"RESTROOM (MEN'S PUBLIC)",,"Handwashing soap","True","10","3/28/2022","Provide.","True"
"58185","3/28/2022","Routine Inspection","642","Xochimilco, INC","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"ESTABLISHMENT",,"Food Storage","False","30",,"Store at least 6 inches above the floor.","False"
"58184","3/28/2022","Routine Inspection","3647","Pollo Chapin","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"With accumulation of debris",,,"COOLER",,"Door handles","False","30",,"Keep clean.","False"
"58181","4/1/2022","Routine Inspection","758","Alaskan Bar Homestead #3","6-303.11","Light of the proper intensity shall be provided as specified.
","Core","Lighting intensity",,,"Not maintained",,,"COOLER",,"Light intensity","False","30",,"Maintain in good repair","False"
"58177","4/4/2022","Routine Inspection","1454","Mexican Town Restaurant","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"KITCHEN (1st FLOOR)",,"Food Storage","True","30","4/6/2022","Store in protected manner.","False"
"58177","4/4/2022","Routine Inspection","1454","Mexican Town Restaurant","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"Soiled",,,"REACH-IN FREEZER",,"Second Kitchen","False","30",,"Clean.","False"
"58177","4/4/2022","Routine Inspection","1454","Mexican Town Restaurant","4-601.11","(A) EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be clean to sight and touch. (Pf)
(B) The FOOD-CONTACT SURFACES of cooking EQUIPMENT and pans shall be kept free of encrusted grease deposits and other soil accumulations. 
(C) NonFOOD-CONTACT SURFACES of EQUIPMENT shall be kept free of an accumulation of dust, dirt, FOOD residue, and other debris. 
","Core","Food-contact surface(s)",,,"With accumulation of debris",,,"SECOND FLOOR",,"Ice machine","True","10","4/6/2022","Keep clean.","False"
"58176","4/4/2022","Routine Inspection","3171","Delray Senior Pavilion","4-204.112","(A)  In a mechanically refrigerated or hot FOOD storage unit, the sensor of a TEMPERATURE MEASURING DEVICE shall be located to measure the air temperature in the warmest part of a mechanically refrigerated unit and in the coolest part of a hot FOOD storage unit.
(B)  Cold or hot holding EQUIPMENT used for POTENTIALLY HAZARDOUS FOOD shall be designed to include and shall be equipped with at least one integral or permanently affixed TEMPERATURE MEASURING DEVICE that is located to allow easy viewing of the device's temperature display (EXCEPT, heat lamps, cold plates, steam tables, or other equipment where it is not practical).
(C)  TEMPERATURE MEASURING DEVICES shall be designed to be easily readable.
(D)  FOOD TEMPERATURE MEASURING DEVICES and water TEMPERATURE MEASURING DEVICES on WAREWASHING machines shall have a numerical scale, printed record, or digital readout in increments no greater than 1C or 2F in the intended range of use. (Pf)

","Core","Thermometer(s)","refrigeration",,"Not provided",,,"Refrigerator",,"Thermometer(s)","True","10","4/20/2022","Provide.","False"
"58174","3/31/2022","Routine Inspection","51623141","Yellow Light Coffee & Donuts","4-903.11","Cleaned EQUIPMENT and UTENSILS, laundered LINENS, and SINGLE-SERVICE and SINGLE-USE ARTICLES shall be stored in an approved manner and location.
","Core","Clean equipment/utensil(s)",,,"Stored on floor or less than 6 inches above floor",,,"BASEMENT","On the floor","Single service items","True","30","3/31/2022","Store at least 6 inches above the floor.","False"
"58174","3/31/2022","Routine Inspection","51623141","Yellow Light Coffee & Donuts","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"Soiled",,,"KITCHEN","Under the","Ventilation hood","False","30",,"Keep clean.","False"
"57869","3/31/2022","Routine Inspection","3976","Manhattan Fish and Chicken","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"FACILITY",,,"False","30",,,"False"
"57867","3/29/2022","Routine Inspection","1213","Chili Boys (Lou's Coney Island)","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Stored on floor or less than 6 inches above floor",,,"WALK-IN FREEZER",,,"True","30","3/29/2022",,"False"
"57867","3/29/2022","Routine Inspection","1213","Chili Boys (Lou's Coney Island)","6-501.11","PHYSICAL FACILITIES shall be maintained in good repair.
","Core","Physical facilities",,,"In poor repair",,,"CEILING",,,"False","30",,,"False"
"57867","3/29/2022","Routine Inspection","1213","Chili Boys (Lou's Coney Island)","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"FACILITY",,,"False","30",,,"False"
"57864","3/30/2022","Routine Inspection","1647","China One","2-301.15","FOOD EMPLOYEES shall clean their hands in a HANDWASHING SINK or APPROVED automatic handwashing facility and may not clean their hands in a sink used for FOOD preparation or WAREWASHING, or in a service sink or a curbed cleaning facility used for the disposal of mop water and similar liquid waste. (Pf)
","Foundation","Employee washed/rinsed hands",,,"In three compartment sink",,,"EMPLOYEE(S)",,,"True","10","3/30/2022",,"True"
"57864","3/30/2022","Routine Inspection","1647","China One","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures","floors",,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,,"False"
"57860","3/9/2022","Routine Inspection","4838","Bread Basket Deli","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,,"False"
"57859","3/9/2022","Routine Inspection","3907","D Town Fish & Soul Food","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Hot food item(s)",,,"Stored below 135 degrees F",,,"KITCHEN",,,"True","10","3/9/2022",,"True"
"57855","3/28/2022","Routine Inspection","51623186","McDonald's","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures","floors",,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,,"False"
"57855","3/28/2022","Routine Inspection","51623186","McDonald's","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Core","Food-contact surface(s) used for nonpotentially hazardous food(s)",,,"Not cleaned when contaminated",,,"ICE BIN",,,"False","10",,,"False"
"57855","3/28/2022","Routine Inspection","51623186","McDonald's","4-602.13","NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues.
","Core","Nonfood contact surface(s)",,,"Soiled",,,"KITCHEN",,,"False","30",,,"False"
"57855","3/28/2022","Routine Inspection","51623186","McDonald's","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Cold food item(s)",,,"Stored above 41 degrees F",,,"WALK-IN COOLER",,,"False","10",,,"True"
"57854","3/28/2022","Routine Inspection","4318","Nu Wave Fish & Chicken","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Cold food item(s)",,,"Stored above 41 degrees F",,,"COOLER",,,"False","10",,,"True"
"57853","3/30/2022","Routine Inspection","2246","Happy's Pizza #5","3-501.17","(A)  READY-TO-EAT, POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  prepared and held refrigerated for more than 24 hours in a FOOD ESTABLISHMENT  shall be clearly marked at the time of preparation to indicate the date or day by which the FOOD shall be consumed. (Pf)
(B)  A container of refrigerated, commercially prepared READY-TO-EAT POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  shall be clearly marked, at the time the original container is opened in a FOOD ESTABLISHMENT, to indicate the date or day by which the FOOD shall be consumed. (Pf)

A date marking system that does not exceed 7 days, including date of preparation, or opening is to be used. (Pf)
","Foundation","In house prepared ready-to-eat potentially hazardous  food(s)",,,"Without date of consumption marking",,,"WALK-IN COOLER",,,"True","10","3/30/2022","Datemark with a discard date of 7 days or less.","True"
"57853","3/30/2022","Routine Inspection","2246","Happy's Pizza #5","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Priority","Food-contact surface(s) and utensil(s)",,,"Not cleaned","After any contamination",,"SLICER",,,"True","10","3/30/2022","Clean as specified above.","True"
"57853","3/30/2022","Routine Inspection","2246","Happy's Pizza #5","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures","floors",,"Not clean",,,"FACILITY",,,"False","30",,"Clean","False"
"57853","3/30/2022","Routine Inspection","2246","Happy's Pizza #5","5-205.15","A PLUMBING SYSTEM shall be:
(A) Repaired according to LAW; (P) and
(B) Maintained in good repair.
","Core","Plumbing system",,,"Not maintained",,,"KITCHEN",,,"False","10",,,"False"
"57851","3/31/2022","Routine Inspection","4156","Samaritan Cafe","5-205.15","A PLUMBING SYSTEM shall be:
(A) Repaired according to LAW; (P) and
(B) Maintained in good repair.
","Core","Plumbing system",,,"Not maintained",,,"KITCHEN","At the","Handsink","False","10",,"Maintain in good repair","False"
"57850","3/31/2022","Routine Inspection","2390","Edibles Rex","6-201.13","(A) In FOOD ESTABLISHMENTS in which cleaning methods other than water flushing are used for cleaning floors, the floor and wall junctures shall be coved and closed to no larger than one thirty-second inch.
(B) The floors in FOOD ESTABLISHMENTS in which water flush cleaning methods are used shall be provided with drains and be graded to drain, and the floor and wall junctures shall be coved and SEALED.","Core","Floor(s)","juncture",,"Not coved",,,"WALK-IN COOLER","At the","Coved molding","False","30",,,"False"
"57843","3/22/2022","Site Check","51623665","Ms. Be Beas","5-205.15","A PLUMBING SYSTEM shall be:
(A) Repaired according to LAW; (P) and
(B) Maintained in good repair.
","Core","Plumbing system",,,"Not maintained",,,"3 COMPARTMENT SINK AREA","","","False","10",,,"False"
"57843","3/22/2022","Site Check","51623665","Ms. Be Beas","6-202.15","Outer openings of a FOOD ESTABLISHMENT shall be protected against the entry of insects and rodents. Unless otherwise allowed by law. 
","Core","Outer opening(s)",,,"Not tight-fitting",,,"BACK DOOR AREA","","","False","30",,,"False"
"57837","3/17/2022","Routine Inspection","4089","Cafe D'Mongo's Speakeasy","5-202.12","(A) A handwashing sink shall be equipped to provide water at a temperature of at least 38°C (100°F) through a mixing valve or combination faucet. (Pf)  
(B) A steam mixing valve may not be used at a handwashing sink.  
(C) A self-closing, slow-closing, or metering faucet shall provide a flow of water for at least 15 seconds without the need to reactivate the faucet.   
(D) An automatic handwashing facility shall be installed in accordance with manufacturer's instructions.
","Priority","Handwashing facility",,,"Lack of hot water",,,"KITCHEN",,,"True","10","3/17/2022","Provide hot water.","True"
"57835","3/25/2022","Routine Inspection","2742","Golden Gate Cafe","7-204.11","Chemical SANITIZERS and other chemical antimicrobials applied to FOOD-CONTACT SURFACES shall meet the requirements specified in this code. (P)
","Priority","Sanitizer(s)",,,"Do not comply with law",,,"KITCHEN","On the outside of the","Sanitizer","True","10","4/22/2022","Provide labels that comply with law.","True"
"57830","3/8/2022","Routine Inspection","4608","Go! Sy Thai","6-501.11","PHYSICAL FACILITIES shall be maintained in good repair.
","Core","Physical facilities","ceiling(s)",,"In poor repair",,,"COOKING AREA",,,"False","30",,,"False"
"57830","3/8/2022","Routine Inspection","4608","Go! Sy Thai","3-501.17","(A)  READY-TO-EAT, POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  prepared and held refrigerated for more than 24 hours in a FOOD ESTABLISHMENT  shall be clearly marked at the time of preparation to indicate the date or day by which the FOOD shall be consumed. (Pf)
(B)  A container of refrigerated, commercially prepared READY-TO-EAT POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  shall be clearly marked, at the time the original container is opened in a FOOD ESTABLISHMENT, to indicate the date or day by which the FOOD shall be consumed. (Pf)

A date marking system that does not exceed 7 days, including date of preparation, or opening is to be used. (Pf)
","Foundation","In house prepared ready-to-eat potentially hazardous  food(s)",,,"Without date of consumption marking",,,"COOLERS THROUGHOUT",,,"True","10","3/8/2022",,"True"
"57830","3/8/2022","Routine Inspection","4608","Go! Sy Thai","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation","Sanitary hand drying provisions",,,"Not provided",,,"HANDSINK(S)",,,"True","10","3/8/2022","Provide adequate sanitary hand drying aids/devices.","True"
"57830","3/8/2022","Routine Inspection","4608","Go! Sy Thai","4-501.11","EQUIPMENT shall be maintained in a state of repair and condition that meets the requirements of the code.
","Core","Equipment",,,"Broken",,,"COOKING AREA",,"Cooler (small)","False","30",,,"False"
"57823","3/21/2022","Routine Inspection","5391","Desmond's Elegant Affairs","3-501.17","(A)  READY-TO-EAT, POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  prepared and held refrigerated for more than 24 hours in a FOOD ESTABLISHMENT  shall be clearly marked at the time of preparation to indicate the date or day by which the FOOD shall be consumed. (Pf)
(B)  A container of refrigerated, commercially prepared READY-TO-EAT POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  shall be clearly marked, at the time the original container is opened in a FOOD ESTABLISHMENT, to indicate the date or day by which the FOOD shall be consumed. (Pf)

A date marking system that does not exceed 7 days, including date of preparation, or opening is to be used. (Pf)
","Foundation","In house prepared ready-to-eat potentially hazardous  food(s)",,,"Without date of consumption marking",,,"Refrigerator","","","True","10","3/21/2022",,"True"
"57823","3/21/2022","Routine Inspection","5391","Desmond's Elegant Affairs","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation","Sanitary hand drying provisions",,,"Not provided",,,"HANDSINK(S)","","","True","10","3/21/2022",,"True"
"57819","3/28/2022","Routine Inspection","51622498","Prime + Proper","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with","Equipment/utensils",,"FACILITY",,,"True","10","3/28/2022",,"True"
"57819","3/28/2022","Routine Inspection","51622498","Prime + Proper","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with","Food",,"FACILITY",,,"True","10","3/28/2022","Store toxics below and away from all other items.","True"
"57819","3/28/2022","Routine Inspection","51622498","Prime + Proper","7-102.11","Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. (Pf)
","Foundation","Working containers-toxics",,,"Not labeled as to content",,,"DRY STORAGE AREA",,,"True","10","3/28/2022","Label containers with common name.","True"
"57819","3/28/2022","Routine Inspection","51622498","Prime + Proper","7-102.11","Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. (Pf)
","Foundation",,,,,,,"DRY STORAGE AREA","","","True","10","3/28/2022",,"True"
"57817","3/14/2022","Routine Inspection","1656","Boston Market #976","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Not clean",,,"FLOOR AND WALLS","","","False","30",,,"False"
"57816","3/14/2022","Routine Inspection","5428","BabyBack's Open Pit","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation","Sanitary hand drying provisions",,,"Not provided",,,"HANDSINK(S)","","","True","10","3/14/2022",,"True"
"57816","3/14/2022","Routine Inspection","5428","BabyBack's Open Pit","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures",,,"Not clean",,,"FACILITY","","","False","30",,,"False"
